lead_id,company_name,industry,company_size,lead_source,created_date,pricing_page_visits,demo_requested,content_downloads,email_opens,converted,converted_date
L004173,Stout-Graves,Manufacturing,951.0,Organic Search,2023-10-08,2,False,0,0,True,2023-11-12
L004174,"Phillips, Castro and Thompson",Fintech,3.0,Referral,2023-06-11,2,True,1,5,True,2023-07-09
L004175,"Dominguez, Gonzalez and Davis",Fintech,227.0,Referral,2023-11-17,4,True,2,5,False,
L004176,"Melendez, Alvarado and Phelps",Real Estate,,Referral,2024-07-19,4,False,1,1,True,2024-09-15
L004177,Baldwin PLC,Real Estate,1391.0,Partner,2023-06-01,5,False,2,2,False,
L004178,Sanders-Morse,,,Organic Search,2025-06-06,2,False,0,3,False,
L004179,Kirk Ltd,financial tech,72.0,Partner,2025-12-03,3,False,0,3,False,
L004180,Austin-Arellano,Education,261.0,Paid Search,2026-02-17,4,False,1,5,False,
L004181,Key-Ramos,SaaS,,Partner,2026-07-08,5,True,0,1,True,2026-07-08
L004182,Sanchez and Sons,Retail,118.0,Paid Search,2026-04-15,3,False,1,2,False,
L004183,"Haney, Johnson and Walker",Logistics,453.0,Paid Search,2024-02-05,2,False,2,3,True,2024-03-09
L004184,"Lucero, Sanchez and Perez",Media,283.0,Paid Search,2025-09-19,4,False,3,0,False,
L004185,"Cain, Thomas and Phillips",Healthcare,80.0,Partner,2025-10-14,5,False,1,3,False,
L004186,Mathews Group,Manufacturing,143.0,Paid Search,2024-02-11,5,False,1,4,True,2024-05-02
L004187,Perry-Arnold,Fintech,361.0,Event/Webinar,2024-03-14,3,True,1,3,False,
L004188,"Lee, Lopez and Stone",SaaS,14.0,Outbound SDR,2023-05-18,2,False,3,5,False,
L004189,Burton-Oneal,Media,17.0,Event/Webinar,2026-06-05,3,True,2,4,True,2026-07-01
L004190,Francis-Mann,Healthcare,349.0,Organic Search,2025-05-06,2,True,1,2,False,
L004191,Lara-Baker,Manufacturing,,Event/Webinar,2025-02-17,6,False,3,0,False,
L004192,Diaz-Schaefer,Consulting,151.0,Paid Search,2026-07-30,2,False,4,4,False,
L004193,Flores LLC,,115.0,Outbound SDR,2025-12-22,3,True,2,4,False,
L004194,Rubio and Sons,Healthcare,,Referral,2024-04-19,4,False,3,6,True,2024-05-26
L004195,Heath-Andersen,Media,369.0,Outbound SDR,2026-07-14,4,True,0,5,True,2026-08-08
L004196,Pope PLC,Consulting,31.0,Referral,2026-01-17,4,True,5,3,True,2026-03-19
L004197,Davis PLC,,165.0,Organic Search,2024-03-24,8,True,1,3,False,
L004198,"Alvarez, Edwards and Aguirre",Fintech,23.0,Referral,2025-05-09,2,True,5,6,False,
L004199,"Perez, Bailey and Park",Media,100.0,Referral,2024-05-21,4,True,0,1,True,2024-08-13
L004200,"Nicholson, Walker and Adams",Logistics,40.0,Organic Search,2023-12-27,3,False,2,0,False,
L004201,Stevens Group,Media,228.0,Referral,2023-08-21,5,False,2,4,False,
L004202,Garza-Brown,,105.0,Partner,2025-03-26,2,False,0,4,True,2025-06-24
L004203,Johnson Group,Healthcare,228.0,Outbound SDR,2025-09-28,4,False,1,5,True,2025-12-13
L004204,"Santos, Huang and Woods",,,Partner,2024-04-25,2,False,1,2,False,
L004205,"Hernandez, Fleming and Jones",,84.0,Referral,2024-07-02,4,False,1,3,False,
L004206,"Hill, King and Mosley",,61.0,Paid Search,2025-04-17,6,False,0,2,False,
L004207,Reeves Group,SaaS,900.0,Event/Webinar,2024-10-23,2,False,0,3,False,
L004208,Padilla-Bender,Manufacturing,163.0,Partner,2024-10-12,3,False,1,3,False,
L004209,Lewis-Hayes,Logistics,,Outbound SDR,2025-06-24,3,False,3,2,True,2025-08-17
L004210,"Terry, Torres and Hall",Logistics,158.0,Referral,2023-04-22,5,False,3,2,False,
L004211,"Shah, Thomas and Ryan",Manufacturing,150.0,Outbound SDR,2024-03-24,4,False,1,1,True,2024-05-06
L004212,"Matthews, Huffman and Arellano",SaaS,,Referral,2025-07-05,3,True,1,2,False,
L004213,Joseph LLC,Logistics,116.0,Paid Search,2026-03-18,3,False,1,5,False,
L004214,"Wilson, Madden and Austin",,28.0,Event/Webinar,2024-02-27,6,False,6,0,True,2024-05-17
L004215,"Gutierrez, Martin and Lee",Fintech,138.0,Event/Webinar,2026-06-04,4,False,0,4,True,2026-07-16
L004216,"Ayala, Mayo and Houston",Healthcare,67.0,Event/Webinar,2026-01-10,5,False,0,3,False,
L004217,Banks Group,SaaS,76.0,Partner,2023-02-13,4,False,1,7,False,
L004218,"Wilson, Davis and Shah",Logistics,468.0,Organic Search,2024-11-13,5,False,2,3,True,2024-12-28
L004219,"Haynes, Jennings and Ballard",Real Estate,179.0,Organic Search,2023-04-11,5,True,2,4,False,
L004220,Horton-Taylor,Real Estate,495.0,Paid Search,2025-01-11,4,True,0,4,False,
L004221,White-Collins,Real Estate,1055.0,Paid Search,2023-11-18,3,False,0,7,False,
L004222,Mann LLC,Real Estate,34.0,Outbound SDR,2024-04-14,2,False,2,3,True,2024-05-21
L004223,Davis-Green,Healthcare,51.0,Referral,2024-11-09,5,False,4,3,False,
L004224,Perez Ltd,Logistics,32.0,Paid Search,2026-02-06,3,False,2,3,False,
L004225,"Miller, Hayes and Davis",,48.0,Organic Search,2023-03-15,3,False,1,3,False,
L004226,Smith-Obrien,SaaS,,Event/Webinar,2023-07-29,3,False,2,2,True,2023-10-01
L004227,"Brown, Brooks and Jackson",Logistics,191.0,Outbound SDR,2023-03-28,3,False,2,2,False,
L004228,"Smith, Murphy and Torres",,89.0,Referral,2024-09-09,7,False,1,2,True,2024-09-12
L004229,"Elliott, Villarreal and Sosa",Retail,90.0,Partner,2024-05-21,1,False,2,3,False,
L004230,Fields Group,SaaS,74.0,Referral,2023-09-11,2,True,0,4,True,2023-10-29
L004231,Nichols LLC,Logistics,253.0,Paid Search,2024-07-06,1,False,3,1,True,2024-07-16
L004232,Wiggins and Sons,Fintech,530.0,Organic Search,2025-10-30,3,True,2,3,True,2026-01-28
L004233,"Brooks, Thompson and Alexander",Logistics,683.0,Organic Search,2023-01-31,2,False,1,5,False,
L004234,Romero Group,Real Estate,7.0,Event/Webinar,2023-11-07,4,False,1,4,True,2023-11-19
L004235,Howell PLC,Consulting,38.0,Outbound SDR,2024-02-02,5,False,0,2,True,2024-04-19
L004236,Aguirre LLC,Manufacturing,58.0,Referral,2025-05-20,5,True,1,5,True,2025-07-24
L004237,Rodriguez-Vega,Software,19.0,Referral,2024-07-15,2,False,2,4,True,2024-09-11
L004238,"Stone, Mccullough and Jimenez",Retail,27.0,Organic Search,2024-06-25,3,False,2,2,False,
L004239,"Moore, Austin and Rogers",Consulting,,Outbound SDR,2025-02-10,3,True,3,3,True,2025-03-19
L004240,Mcfarland-Kelley,,,Organic Search,2024-03-31,1,False,1,3,False,
L004241,Bowers-Raymond,Logistics,593.0,Event/Webinar,2024-07-24,2,True,2,2,False,
L004242,"Spencer, Morgan and Diaz",Media,678.0,Referral,2025-12-28,2,False,0,1,False,
L004243,Horne Group,,44.0,Paid Search,2025-02-22,2,False,0,4,False,
L004244,Bauer Inc,SaaS,114.0,Outbound SDR,2025-03-17,1,True,2,0,True,2025-05-03
L004245,Brown-Haas,Real Estate,333.0,Partner,2023-08-10,6,False,2,4,False,
L004246,Cochran-Browning,Media,83.0,Paid Search,2026-03-29,5,True,1,5,True,2026-04-01
L004247,"Webster, Garza and Abbott",Logistics,52.0,Paid Search,2025-07-04,4,True,2,3,False,
L004248,Alvarado LLC,Education,163.0,Outbound SDR,2026-02-27,4,False,0,5,False,
L004249,"Hart, Park and Boyd",Fintech,248.0,Partner,2024-09-28,3,True,1,5,True,2024-11-09
L004250,"Day, Campbell and Taylor",,127.0,Partner,2023-06-21,1,False,2,4,False,
L004251,Carter Ltd,,60.0,Event/Webinar,2023-12-13,4,False,1,1,False,
L004252,Powell-Bennett,Retail,176.0,Outbound SDR,2026-04-30,3,False,1,3,False,
L004253,Johnson-Garcia,Retail,21.0,Organic Search,2023-10-17,2,True,2,7,False,
L004254,"Webb, Price and Jimenez",Logistics,126.0,Event/Webinar,2025-08-27,1,False,1,3,True,2025-11-01
L004255,Townsend-Hale,,96.0,Paid Search,2023-05-01,3,False,1,3,False,
L004256,"Guerra, Lopez and Davis",Media,43.0,Referral,2025-04-23,5,False,0,3,False,
L004257,"Adkins, Duncan and Thompson",Manufacturing,49.0,Partner,2024-11-22,5,True,1,4,True,2024-12-11
L004258,Stevenson-Ferguson,SaaS,52.0,Referral,2026-03-03,2,True,0,0,False,
L004259,Rasmussen Group,Consulting,174.0,Outbound SDR,2023-01-12,3,True,1,7,True,2023-02-15
L004260,Bell PLC,Retail,51.0,Event/Webinar,2025-09-27,1,False,1,3,False,
L004261,Colon Ltd,Real Estate,551.0,Outbound SDR,2024-10-03,3,True,2,3,True,2024-12-25
L004262,Rodgers-Warren,Retail,,Referral,2025-08-02,7,False,2,0,True,2025-10-31
L004263,Hicks Ltd,Media,60.0,Event/Webinar,2026-02-10,3,False,3,4,True,2026-02-20
L004264,"Williams, Lewis and Bryant",Fintech,9.0,Outbound SDR,2023-06-08,1,False,1,1,True,2023-07-26
L004265,Stafford Ltd,Healthcare,28.0,Organic Search,2023-11-28,3,False,0,1,False,
L004266,Jones-Harris,Real Estate,84.0,Partner,2023-09-06,1,False,2,3,False,
L004267,Duncan PLC,Health Care,43.0,Paid Search,2025-06-15,2,False,0,4,False,
L004268,Williams Group,Fintech,59.0,Organic Search,2025-05-18,4,False,1,2,False,
L004269,Mccullough Inc,Media,42.0,Paid Search,2026-07-06,1,False,2,2,False,
L004270,Smith-Allen,Real Estate,64.0,Outbound SDR,2023-10-14,3,False,2,2,True,2023-12-23
L004271,Joyce-Benitez,Logistics,134.0,Outbound SDR,2023-01-19,4,True,2,6,True,2023-02-25
L004272,Watson Group,Fintech,33.0,Outbound SDR,2024-08-25,4,False,1,4,True,2024-11-19
L004273,Moore PLC,Manufacturing,613.0,Event/Webinar,2024-10-22,1,False,2,4,True,2025-01-08
L004274,Howell LLC,Education,21.0,Event/Webinar,2026-08-24,2,True,2,2,False,
L004275,Becker-Mckinney,Healthcare,34.0,Paid Search,2024-08-17,2,False,1,3,True,2024-10-22
L004276,"Collins, Bentley and Valdez",Retail,,Event/Webinar,2025-01-30,4,True,3,1,True,2025-04-06
L004277,Ortiz-Smith,Consulting,79.0,Referral,2025-08-24,5,False,1,2,False,
L004278,Bennett-Kirby,Media,56.0,Paid Search,2024-11-07,4,False,1,5,False,
L004279,Montoya Group,Healthcare,186.0,Paid Search,2025-12-09,2,False,1,3,False,
L004280,Greene-Sims,Media,85.0,Organic Search,2024-10-12,2,False,0,4,False,
L004281,Williams-Wang,Logistics,23.0,Paid Search,2023-11-04,2,False,3,4,False,
L004282,Alvarado and Sons,Media,39.0,Organic search,2023-01-12,4,True,0,3,False,
L004283,Walsh Inc,Manufacturing,48.0,Partner,2024-01-20,5,False,1,2,True,2024-02-14
L004284,Barrera Group,FinTech,17.0,Event/Webinar,2025-07-28,1,False,2,3,False,
L004285,White LLC,Education,38.0,Organic Search,2023-05-06,4,False,2,4,False,
L004286,Harding LLC,Consulting,85.0,Outbound SDR,2026-05-02,6,False,0,1,False,
L004287,"Espinoza, Neal and Mitchell",Healthcare,8.0,Organic Search,2024-12-18,3,True,1,5,True,2025-03-09
L004288,Mitchell-Hudson,Real Estate,260.0,Paid Search,2024-12-07,1,False,0,2,False,
L004289,Juarez Group,SaaS,16.0,Paid Search,2024-07-16,4,False,3,2,False,
L004290,Clements PLC,Manufacturing,9.0,Outbound SDR,2026-04-11,1,False,5,5,False,
L004291,Gonzalez-Holmes,Manufacturing,253.0,Referral,2026-07-02,3,True,1,5,False,
L004292,Harrison Inc,Logistics,386.0,Referral,2026-02-23,4,False,0,2,False,
L004293,Perez Group,Real Estate,77.0,Partner,2024-02-19,3,False,2,3,True,2024-02-28
L004294,Miller Ltd,Consulting,55.0,Paid Search,2023-07-30,3,False,0,6,False,
L004295,Allen PLC,Retail,123.0,Referral,2024-01-01,4,False,1,5,True,2024-02-03
L004296,Kim-Thomas,Consulting,32.0,Organic Search,2023-09-17,3,False,1,2,True,2023-11-22
L004297,"Hammond, Bates and Gordon",Consulting,21.0,Partner,2025-02-23,3,False,0,4,False,
L004298,Mack Ltd,Education,1281.0,Event/Webinar,2026-04-27,2,False,2,1,True,2026-07-13
L004299,Williams-Smith,Manufacturing,148.0,Partner,2026-06-15,6,False,1,2,True,2026-08-14
L004300,Peterson LLC,Retail,417.0,Paid Search,2023-01-06,6,True,0,1,True,2023-02-04
L004301,Bell and Sons,Retail,,Organic Search,2026-06-13,3,False,2,3,False,
L004302,"Brown, James and Arroyo",Healthcare,44.0,Paid Search,2023-12-04,4,True,1,4,False,
L004303,"Brown, White and Lee",Media,358.0,Organic Search,2024-10-24,3,True,2,3,True,2024-11-02
L004304,"Griffith, Johnson and Alexander",saas ,88.0,Paid Search,2025-11-13,4,False,3,4,False,
L004305,Guzman LLC,Media,81.0,Outbound SDR,2025-08-24,3,False,1,1,False,
L004306,"Martin, Payne and Stewart",Education,694.0,Referral,2025-10-21,5,False,0,3,False,
L004307,Cohen Group,Fintech,14.0,Paid Search,2026-02-21,5,False,1,3,False,
L004308,"Ferguson, Montgomery and Jackson",Logistics,225.0,Outbound SDR,2025-02-28,3,False,0,4,False,
L004309,Wood-Thomas,Media,332.0,Referral,2024-09-30,3,True,0,3,False,
L004310,Sutton Inc,Real Estate,20.0,Referral,2025-12-22,3,False,0,4,False,
L004311,Smith-Brown,Fintech,,Event/Webinar,2024-03-14,2,True,1,1,True,2024-04-04
L004312,Mack-Wilson,Manufacturing,203.0,Partner,2023-10-20,2,True,1,4,False,
L004313,Gill Inc,Logistics,11.0,Event/Webinar,2025-06-23,6,False,0,3,False,
L004314,"Gardner, Smith and Holloway",Media,23.0,Partner,2024-05-28,4,True,0,4,False,
L004315,Pineda-Newman,,66.0,Event/Webinar,2025-06-10,3,False,4,8,False,
L004316,Jennings-Hughes,Education,97.0,Paid Search,2023-02-21,5,False,1,2,False,
L004317,"Young, Henry and Wright",Education,96.0,Outbound SDR,2024-12-09,2,False,1,2,True,2025-02-01
L004318,"Gibson, Calhoun and Hernandez",Retail,131.0,Event/Webinar,2026-02-20,1,False,1,3,False,
L004319,"Suarez, Walker and Mitchell",Retail,136.0,Outbound SDR,2025-02-05,4,False,1,3,False,
L004320,"Thompson, Coffey and Kidd",Healthcare,73.0,Partner,2023-01-22,2,True,3,1,True,2023-02-16
L004321,Richardson Inc,Media,186.0,Referral,2025-12-13,3,False,2,4,False,
L004322,Trujillo-Thomas,Retail,,Organic Search,2026-04-15,3,True,2,6,False,
L004323,Jenkins-Hobbs,Manufacturing,161.0,Referral,2023-07-12,6,True,3,1,True,2023-08-28
L004324,Archer and Sons,Manufacturing,,Event/Webinar,2023-01-27,3,True,1,3,False,
L004325,"Gomez, Mcmahon and Fisher",Consulting,513.0,Referral,2023-03-10,4,True,0,1,True,2023-05-31
L004326,Murray-Chavez,Manufacturing,766.0,Partner,2025-09-07,2,False,2,3,False,
L004327,Ford-Morgan,Logistics,28.0,Organic Search,2024-06-02,3,False,3,3,False,
L004328,"Ross, Cummings and Harris",Manufacturing,30.0,Partner,2023-04-28,2,False,1,2,False,
L004329,Marquez PLC,,65.0,Organic Search,2025-08-22,2,False,1,1,False,
L004330,Gould Ltd,Consulting,487.0,Partner,2025-07-19,4,False,1,1,False,
L004331,"Mueller, Cox and Ford",Media,131.0,Paid Search,2025-08-27,4,False,1,5,True,2025-11-17
L004332,Brooks-Parker,Real Estate,463.0,Organic Search,2023-03-20,3,True,3,0,False,
L004333,Thomas-Rodriguez,Education,55.0,Organic Search,2026-06-09,3,False,0,4,True,2026-06-28
L004334,"Chavez, Conway and Sosa",Healthcare,710.0,Paid Search,2023-06-19,2,True,2,3,True,2023-08-11
L004335,"Jenkins, Gonzalez and Morgan",Fintech,6.0,Organic Search,2025-06-27,4,False,0,2,False,
L004336,Keller PLC,SaaS,841.0,Referral,2023-07-19,5,False,0,4,False,
L004337,White-Ramos,Real Estate,208.0,Referral,2024-02-02,6,False,2,7,False,
L004338,"Clark, Bradley and Jackson",Consulting,,Partner,2023-02-04,4,False,4,3,False,
L004339,"Becker, Hammond and Davidson",Education,17.0,Partner,2024-10-10,5,False,2,4,True,2025-01-08
L004340,"Casey, Gonzalez and Jenkins",healthcare,80.0,Event/Webinar,2025-01-20,5,False,2,2,False,
L004341,Sanchez-Rodgers,Real Estate,34.0,Organic Search ,2025-04-05,2,False,1,5,False,
L004342,Stewart-Fitzpatrick,Logistics,52.0,Partner,2023-05-06,3,False,0,1,False,
L004343,"Schmidt, Fuller and Johnson",Fintech,25.0,Paid Search,2025-10-24,2,False,0,1,False,
L004344,Buchanan Inc,Health Care,72.0,Partner,2024-06-30,2,False,2,3,True,2024-07-10
L004345,Smith Inc,Healthcare,22.0,Outbound SDR,2023-04-02,3,False,2,0,False,
L004346,Phelps-Edwards,Manufacturing,158.0,Event/Webinar,2024-02-11,2,False,1,5,False,
L004347,Harris-Hernandez,Real Estate,41.0,Outbound SDR,2023-12-21,1,True,2,1,False,
L004348,Parker Inc,SaaS,17.0,Referral,2024-07-14,4,False,1,3,False,
L004349,Hanson-Stewart,,18.0,Referral,2023-08-30,6,False,2,1,False,
L004350,Alvarez-Padilla,Education,24.0,Outbound SDR,2026-03-09,2,True,2,3,False,
L004351,Turner-Lang,Fintech,112.0,Event/Webinar,2025-08-06,6,True,3,5,False,
L004352,Lester and Sons,Fintech,49.0,Organic Search,2023-07-05,2,True,2,3,True,2023-07-28
L004353,Perry PLC,financial tech,266.0,Paid Search,2024-10-12,5,False,0,1,False,
L004354,"Ortiz, Hoffman and Fuller",Consulting,57.0,Partner,2023-02-11,3,False,3,2,True,2023-03-04
L004355,"Lucero, Vaughn and Mckee",SaaS,27.0,Paid Search,2026-07-30,5,False,1,1,False,
L004356,Beck and Sons,Education,481.0,Outbound SDR,2023-06-16,10,False,2,5,False,
L004357,Davis-Williams,Retail,24.0,Referral,2026-08-08,4,True,3,1,True,2026-08-14
L004358,Kennedy-Woods,,135.0,Referral,2023-04-20,3,False,0,4,False,
L004359,Willis LLC,Logistics,159.0,Partner,2024-08-10,4,False,3,5,False,
L004360,Richards-White,Healthcare,,Referral,2023-10-15,3,False,2,1,False,
L004361,Waller Ltd,Consulting,176.0,Referral,2025-04-27,4,False,3,3,False,
L004362,"Cooper, Morgan and Miller",Retail,,Paid Search,2024-07-12,2,False,0,1,False,
L004363,Jones-Taylor,Retail,345.0,Paid Search,2024-08-27,1,False,1,2,False,
L004364,Byrd-Rangel,Manufacturing,44.0,Partner,2025-06-19,4,False,1,1,True,2025-07-22
L004365,Haney Ltd,Fintech,74.0,Outbound SDR,2024-12-28,1,False,3,6,False,
L004366,Nixon LLC,Consulting,236.0,Referral,2024-12-15,5,False,2,2,True,2025-03-07
L004367,Dawson-Rush,Real Estate,43.0,Outbound SDR,2026-07-16,5,False,2,1,False,
L004368,Gomez Group,,,Organic search,2026-04-13,2,False,2,3,True,2026-06-01
L004369,Howell PLC,Healthcare,239.0,Event/Webinar,2026-03-10,3,False,1,3,False,
L004370,Frey-Diaz,Retail,,Partner,2025-06-07,1,False,1,4,False,
L004371,Lee-Ramirez,Education,53.0,Partner,2024-08-14,3,True,2,2,True,2024-09-09
L004372,"Strong, Johnson and Flores",Education,60.0,Partner,2025-10-28,2,False,1,3,True,2026-01-06
L004373,Williams and Sons,Manufacturing,21.0,Organic Search,2025-11-17,3,False,0,2,False,
L004374,"Parker, Cole and Hamilton",Retail,188.0,Referral,2024-03-22,3,True,1,2,False,
L004375,Nelson Ltd,Media,197.0,Referral,2023-03-06,3,False,0,5,False,
L004376,Hopkins-Cook,Fintech,94.0,Event/Webinar,2026-07-16,3,False,0,3,False,
L004377,Anderson PLC,Healthcare,180.0,Outbound SDR,2023-10-14,4,True,0,1,False,
L004378,Navarro Inc,,75.0,Event/Webinar,2024-10-23,6,False,0,2,True,2024-12-09
L004379,James-Conway,Consulting,,Outbound SDR,2026-04-20,1,False,1,1,False,
L004380,Price-Dominguez,SaaS,13.0,Referral,2023-08-03,2,False,1,3,False,
L004381,Terry-Rogers,Education,,Organic Search,2023-11-22,4,False,1,6,True,2024-01-14
L004382,"Nash, Mueller and Russell",Media,16.0,Referral,2024-11-20,4,True,2,2,True,2025-02-10
L004383,Anderson-Reed,financial tech,69.0,Paid Search,2025-01-03,2,False,1,2,False,
L004384,Tran-Burns,,34.0,Paid Search,2025-08-14,3,False,2,4,False,
L004385,Miller-Cole,Real Estate,21.0,Paid Search,2023-02-14,2,False,2,1,False,
L004386,"Miller, Wade and Flores",Media,70.0,Event/Webinar,2025-07-23,3,False,1,1,False,
L004387,"Huang, Johnson and Anderson",Consulting,57.0,Event/Webinar,2025-06-09,3,True,0,2,False,
L004388,Sanchez and Sons,Logistics,133.0,Outbound SDR,2024-05-13,2,False,3,4,True,2024-06-14
L004389,Brown-Armstrong,Education,,Event/Webinar,2024-11-22,3,False,1,4,False,
L004390,Maxwell Inc,Media,175.0,Partner,2025-04-01,3,False,0,3,False,
L004391,Sharp Ltd,Manufacturing,19.0,Organic Search,2024-04-24,2,False,1,1,False,
L004392,Berg-Williamson,Real Estate,,Organic Search,2025-05-12,5,False,2,3,True,2025-07-05
L004393,Aguilar Group,Manufacturing,80.0,Event/Webinar,2025-03-31,4,True,3,3,True,2025-06-14
L004394,"Marks, Hartman and Rodriguez",SaaS,,Paid Search,2025-11-14,4,False,2,1,True,2025-12-05
L004395,Brown and Sons,Manufacturing,19.0,Event/Webinar,2025-12-09,4,False,1,3,False,
L004396,Hardin Inc,Retail,19.0,Event/Webinar,2023-10-13,2,True,2,4,False,
L004397,Davis Inc,Healthcare,806.0,Partner,2024-11-13,2,False,1,5,False,
L004398,Hamilton Ltd,SaaS,99.0,Organic Search,2024-09-25,4,True,1,4,False,
L004399,Clark Ltd,,58.0,Referral,2025-07-28,4,False,0,10,False,
L004400,Hughes Ltd,Logistics,194.0,Paid Search,2025-08-01,1,False,1,2,True,2025-08-01
L004401,"Lee, Roth and Erickson",Healthcare,74.0,Paid Search,2023-12-19,1,False,3,6,True,2024-01-26
L004402,Jacobs-Lopez,Manufacturing,34.0,Organic Search,2024-01-14,3,False,1,4,False,
L004403,Dennis-Vargas,Retail,1133.0,Paid Search,2025-06-13,3,False,2,3,False,
L004404,Ramos PLC,Fintech,,Partner,2024-05-16,3,False,6,1,True,2024-06-04
L004405,Miller and Sons,Real Estate,1735.0,Referral,2023-01-11,3,False,2,3,False,
L004406,Thomas-Weaver,Media,43.0,Paid Search,2024-12-06,4,False,1,5,False,
L004407,Graves Ltd,FinTech,106.0,Outbound SDR,2026-01-31,5,False,2,2,False,
L004408,Lopez LLC,Logistics,243.0,Partner,2024-03-11,4,False,3,2,True,2024-05-10
L004409,Martin Ltd,,75.0,Outbound SDR,2024-05-12,4,True,1,2,True,2024-05-24
L004410,"Phillips, Gutierrez and Davidson",Logistics,8.0,Paid Search,2024-10-13,2,True,1,1,True,2024-10-30
L004411,Simmons LLC,Logistics,26.0,Referral,2024-08-02,2,False,2,1,False,
L004412,"Allen, Smith and Zamora",Logistics,268.0,Event/Webinar,2025-03-17,4,True,4,1,True,2025-05-24
L004413,"King, Webster and Brown",Fintech,88.0,Referral,2025-09-27,3,False,1,0,True,2025-12-21
L004414,Snyder Ltd,Consulting,670.0,Organic Search ,2024-03-30,2,False,2,4,True,2024-06-15
L004415,Harvey Group,Healthcare,56.0,Paid Search,2025-01-25,2,False,1,5,False,
L004416,Craig Ltd,Education,109.0,Referral,2025-10-23,4,True,3,1,False,
L004417,Smith-Garner,SaaS,119.0,Event/Webinar,2026-05-12,4,False,3,4,True,2026-07-01
L004418,Flores LLC,Fintech,87.0,Partner,2024-04-16,4,False,2,1,False,
L004419,"Becker, Gregory and Jones",Healthcare,155.0,Outbound SDR,2024-01-20,1,True,2,2,False,
L004420,Acosta-Flores,SaaS,72.0,Paid Search,2024-09-10,1,True,1,2,False,
L004421,Harmon-Castillo,Logistics,66.0,Organic Search,2024-11-26,2,False,2,6,False,
L004422,Evans-Burns,Logistics,,Partner,2024-01-04,3,False,1,0,True,2024-02-27
L004423,"Duarte, Lee and Matthews",Healthcare,63.0,Referral,2024-09-29,4,False,1,1,False,
L004424,Vazquez Group,,,Partner,2025-09-11,4,False,1,2,False,
L004425,Hobbs-Nguyen,SaaS,280.0,Referral,2025-05-13,4,False,2,1,False,
L004426,Ford-Nolan,Healthcare,363.0,Paid Search,2025-03-26,1,False,2,3,False,
L004427,Hernandez-Rojas,Real Estate,240.0,organic-search,2025-08-10,1,False,1,6,False,
L004428,Barnes-Johnson,Fintech,246.0,Referral,2023-07-27,2,True,0,2,True,2023-10-18
L004429,Kramer Group,Logistics,209.0,Organic Search,2023-11-26,3,True,0,1,False,
L004430,"Hernandez, Diaz and Hamilton",Education,879.0,Paid Search,2026-03-22,2,True,1,4,True,2026-05-25
L004431,"Whitehead, Hernandez and Shah",Logistics,30.0,Partner,2025-07-20,3,False,1,4,False,
L004432,Davis Group,Software,49.0,Outbound SDR,2026-09-01,4,True,0,4,False,
L004433,Hernandez-Rogers,Logistics,129.0,Outbound SDR,2023-04-22,2,False,0,3,False,
L004434,Crawford and Sons,Manufacturing,117.0,Outbound SDR,2024-06-13,3,False,0,6,False,
L004435,Gallegos-Nash,Fintech,71.0,Event/Webinar,2025-07-11,5,False,1,3,True,2025-09-13
L004436,Perez-Tucker,Education,,Outbound SDR,2024-11-17,3,False,2,2,False,
L004437,"Porter, Graham and York",Real Estate,34.0,Referral,2023-08-17,3,True,2,5,False,
L004438,Costa-Brown,Healthcare,75.0,Outbound SDR,2025-12-24,2,True,1,3,False,
L004439,Jones LLC,,200.0,Partner,2023-06-13,4,False,1,1,True,2023-07-02
L004440,"Woods, Roberts and Young",SaaS,190.0,Referral,2026-04-23,3,False,2,5,True,2026-05-26
L004441,Lara-Butler,Retail,992.0,Event/Webinar,2026-06-12,4,True,3,3,True,2026-08-09
L004442,Frye Ltd,Logistics,26.0,organic-search,2025-08-09,2,False,2,0,False,
L004443,Morgan LLC,Manufacturing,179.0,Organic Search ,2023-09-06,3,False,0,1,False,
L004444,"Montgomery, Carr and George",Media,1631.0,Outbound SDR,2025-01-21,5,False,3,4,False,
L004445,"Campbell, Hardy and Roman",SAAS,48.0,Event/Webinar,2025-01-26,2,False,1,2,False,
L004446,Wood Group,Manufacturing,,Outbound SDR,2024-11-22,2,True,1,7,True,2025-02-16
L004447,Smith LLC,Manufacturing,175.0,Organic Search,2026-01-16,4,False,0,2,False,
L004448,Sanchez-Blackburn,Manufacturing,129.0,Paid Search,2024-08-23,3,False,0,3,False,
L004449,"Hall, Wiggins and Edwards",Education,28.0,Outbound SDR,2023-02-05,2,False,3,0,False,
L004450,Buchanan-Peters,Media,288.0,Referral,2024-09-01,6,False,2,1,True,2024-11-21
L004451,"Leon, Hale and Winters",SaaS,10.0,Event/Webinar,2023-08-17,3,False,2,3,False,
L004452,Harrington-Armstrong,Education,416.0,Partner,2023-03-16,2,True,2,1,True,2023-05-23
L004453,Erickson PLC,Logistics,29.0,Paid Search,2023-12-25,6,False,1,2,True,2024-01-04
L004454,Li and Sons,Real Estate,,Organic Search,2023-09-16,3,False,2,1,False,
L004455,Elliott-Zamora,Health Care,30.0,Partner,2025-10-07,3,True,3,2,True,2025-12-01
L004456,Dixon-Davis,Manufacturing,122.0,Referral,2025-07-27,4,True,0,3,True,2025-10-23
L004457,Hanson Inc,Consulting,33.0,Paid Search,2025-12-08,4,False,2,0,False,
L004458,"Henry, Morrison and Macdonald",Consulting,104.0,Outbound SDR,2023-03-25,3,False,0,1,False,
