ticket_id,account_id,opened_date,severity,resolved,resolution_time_days
T003017,A000360,2025-09-20 04:07:11.441503,High,True,4.0
T003018,A000360,2025-03-28 12:24:51.866816,Low,True,0.9
T003019,A000360,2026-03-03 06:30:37.644868,,False,
T003020,A000360,2025-05-18 16:06:40.898270,Medium,True,2.1
T003021,A000360,2026-01-19 08:46:55.790932,Low,True,2.7
T003022,A000361,2024-11-02 00:04:31.554748,Medium,True,7.9
T003023,A000361,2025-03-09 10:42:18.065054,Low,True,2.8
T003024,A000361,2024-06-27 00:26:58.350809,Medium,True,7.8
T003025,A000361,2025-12-21 11:33:49.723886,Medium,True,1.1
T003026,A000362,2026-07-12 09:16:28.704801,Medium,True,1.0
T003027,A000362,2026-04-02 03:48:47.596777,High,True,1.1
T003028,A000362,2026-03-24 04:49:03.077088,Medium,True,11.1
T003029,A000362,2026-08-10 19:01:26.403126,High,True,1.8
T003030,A000362,2026-07-30 15:25:11.274353,High,True,1.1
T003031,A000362,2026-05-23 16:15:43.674626,High,True,4.6
T003032,A000362,2026-07-10 16:33:18.537182,,True,9.9
T003033,A000362,2026-06-22 09:17:26.175279,Low,True,4.1
T003034,A000362,2026-06-16 00:52:53.570500,High,False,
T003035,A000362,2026-08-23 13:48:34.849875,High,True,10.9
T003036,A000362,2026-05-08 23:15:27.866330,High,False,
T003037,A000362,2026-08-13 12:54:36.509171,Low,True,2.6
T003038,A000362,2026-04-23 10:21:20.359097,Medium,True,4.4
T003039,A000362,2026-07-20 20:23:22.709932,High,True,6.1
T003040,A000363,2025-10-14 12:21:48.361421,Low,True,5.8
T003041,A000363,2025-12-20 23:46:22.684222,High,True,2.4
T003042,A000364,2025-12-11 02:22:17.721837,Low,True,4.9
T003043,A000364,2024-03-09 14:50:03.332021,Medium,True,8.5
T003044,A000364,2025-01-30 16:50:26.413379,,True,2.9
T003045,A000364,2026-03-02 09:27:20.136836,Medium,True,6.8
T003046,A000364,2024-09-30 06:49:04.417125,High,True,6.1
T003047,A000364,2024-05-10 18:54:36.136184,Low,True,11.7
T003048,A000364,2024-01-09 01:16:28.110582,Low,True,3.1
T003049,A000364,2025-07-24 06:00:34.831382,Low,True,12.4
T003050,A000364,2024-04-20 19:41:50.990457,Low,True,7.3
T003051,A000364,2025-09-18 08:03:13.325706,,True,1.9
T003052,A000364,2026-07-16 18:26:42.863647,,True,2.7
T003053,A000364,2025-11-12 05:38:20.062486,Medium,True,2.7
T003054,A000364,2025-06-28 02:10:29.634664,Low,True,7.7
T003055,A000365,2024-09-26 11:05:02.275586,Medium,True,1.8
T003056,A000365,2023-12-11 00:50:36.943714,Low,True,6.2
T003057,A000365,2023-12-10 07:22:01.499626,Low,True,2.5
T003058,A000365,2024-02-14 10:01:53.238008,,True,5.8
T003059,A000365,2024-11-15 04:38:17.249816,Low,True,1.0
T003060,A000365,2025-07-11 05:37:45.160938,Medium,True,8.3
T003061,A000365,2025-10-05 11:15:34.050749,Low,True,2.8
T003062,A000365,2023-12-12 03:06:35.635689,Medium,True,6.3
T003063,A000365,2024-07-31 21:14:32.072489,Low,True,6.7
T003064,A000365,2025-09-01 12:59:36.719312,Medium,True,3.9
T003065,A000365,2025-06-08 18:49:55.983980,Low,True,2.0
T003066,A000365,2025-08-16 22:08:00.641854,High,True,1.1
T003067,A000365,2023-09-14 02:39:50.703319,High,False,
T003068,A000365,2024-01-05 03:16:20.851190,Medium,True,2.7
T003069,A000365,2026-01-20 18:02:46.638225,Low,True,3.0
T003070,A000365,2024-07-05 00:04:41.132597,Medium,True,1.2
T003071,A000365,2025-06-19 12:31:03.200739,Medium,False,
T003072,A000366,2024-07-30 08:52:21.357985,Medium,True,1.6
T003073,A000366,2024-06-06 13:09:01.598224,Low,True,1.7
T003074,A000366,2025-04-17 23:23:07.161545,Low,True,5.6
T003075,A000366,2024-12-26 22:01:04.537934,Medium,True,5.0
T003076,A000366,2026-02-11 19:00:32.110229,Low,True,1.6
T003077,A000366,2026-04-30 01:24:45.944190,Low,True,5.6
T003078,A000366,2025-02-16 04:33:08.441596,Medium,True,0.6
T003079,A000366,2026-01-29 17:20:08.531761,Medium,True,3.2
T003080,A000366,2026-06-28 01:06:15.606524,Medium,True,1.0
T003081,A000366,2026-05-23 20:18:01.905088,Low,True,0.9
T003082,A000366,2024-04-11 17:56:38.795433,Medium,True,0.7
T003083,A000366,2026-06-27 12:31:26.581805,High,True,1.4
T003084,A000366,2025-06-27 23:49:03.605924,Medium,True,4.4
T003085,A000366,2026-04-14 10:01:40.880081,Medium,True,5.0
T003086,A000366,2025-04-19 23:54:35.940581,Low,True,2.2
T003087,A000366,2025-07-28 18:24:03.711728,Low,True,2.9
T003088,A000366,2025-01-10 13:20:18.267384,Medium,True,1.6
T003089,A000366,2026-03-09 13:39:52.984237,Low,True,4.9
T003090,A000366,2026-02-05 20:48:00.159072,Medium,True,4.3
T003091,A000366,2024-12-29 07:53:00.711418,High,True,0.2
T003092,A000366,2025-09-15 20:09:04.787558,High,True,3.6
T003093,A000366,2025-07-18 19:41:59.581590,Medium,True,4.9
T003094,A000367,2024-08-21 17:55:58.043010,High,True,2.6
T003095,A000367,2024-10-13 20:39:48.169334,Low,True,6.2
T003096,A000367,2024-09-08 04:03:34.440078,Medium,True,1.5
T003097,A000367,2024-09-14 07:01:05.944202,Medium,True,9.7
T003098,A000367,2024-10-09 22:28:29.126396,Low,True,7.4
T003099,A000368,2026-01-11 17:32:56.931903,Medium,True,5.3
T003100,A000368,2025-09-23 08:47:48.653475,Medium,True,2.6
T003101,A000368,2025-09-26 19:39:00.570861,,True,5.7
T003102,A000368,2026-01-29 12:08:00.726384,Low,True,4.1
T003103,A000368,2025-05-15 06:06:46.787280,Low,True,0.5
T003104,A000368,2026-08-23 01:36:24.264869,Medium,True,3.3
T003105,A000369,2026-03-04 13:37:18.239218,Low,False,
T003106,A000369,2026-02-02 13:55:24.220539,High,False,
T003107,A000369,2026-08-18 09:17:18.383505,High,True,2.6
T003108,A000369,2026-08-08 07:23:35.402945,,True,9.6
T003109,A000369,2026-06-26 00:54:50.250012,Low,True,11.5
T003110,A000370,2023-10-24 02:16:51.077877,Low,True,7.2
T003111,A000370,2025-03-03 23:37:35.636969,,True,2.5
T003112,A000370,2024-06-06 22:36:54.199055,Low,True,0.3
T003113,A000370,2026-08-30 09:55:16.735595,Low,True,3.2
T003114,A000370,2025-08-31 22:03:18.622192,Medium,True,0.8
T003115,A000370,2023-09-26 05:54:57.516194,Low,True,10.4
T003116,A000370,2025-09-03 22:29:48.045354,Medium,True,2.0
T003117,A000370,2023-09-23 15:43:26.497410,Medium,False,
T003118,A000370,2024-01-03 16:37:20.293153,High,True,7.4
T003119,A000371,2026-05-26 01:34:25.020377,,True,2.6
T003120,A000371,2026-04-30 10:53:33.083275,Medium,True,2.2
T003121,A000372,2026-01-14 08:42:53.967637,Low,True,4.2
T003122,A000372,2025-03-12 20:16:50.968318,Medium,True,3.5
T003123,A000372,2024-09-08 02:54:58.682689,Medium,True,2.6
T003124,A000372,2025-09-30 20:13:57.638862,Medium,True,6.4
T003125,A000372,2026-04-07 21:36:48.309474,Low,True,1.9
T003126,A000372,2026-02-03 21:44:58.245135,Medium,True,1.8
T003127,A000372,2025-06-25 09:18:13.155658,,True,2.3
T003128,A000372,2026-08-10 14:12:58.441228,Medium,True,0.5
T003129,A000372,2025-06-07 02:37:10.805630,Low,True,2.9
T003130,A000372,2025-06-13 03:13:03.642554,Low,False,
T003131,A000372,2025-03-19 18:08:08.844043,Low,True,0.5
T003132,A000372,2026-02-11 16:36:50.631187,Low,True,4.3
T003133,A000373,2024-01-27 20:06:45.896612,Low,True,0.9
T003134,A000373,2025-05-02 15:43:08.917792,High,True,3.6
T003135,A000373,2024-03-01 05:07:25.016329,Medium,True,2.2
T003136,A000373,2025-04-25 22:38:48.514768,Low,True,3.5
T003137,A000373,2023-12-29 22:32:47.442728,High,True,1.3
T003138,A000373,2024-07-22 20:37:15.359886,,True,4.9
T003139,A000373,2026-07-03 23:27:19.946915,Low,True,1.7
T003140,A000373,2023-09-06 14:36:26.534547,Low,True,1.1
T003141,A000373,2025-08-08 16:08:27.280301,Medium,True,15.5
T003142,A000373,2025-10-23 13:38:24.348276,High,True,0.5
T003143,A000373,2024-09-25 11:39:51.800330,Low,True,2.7
T003144,A000373,2025-04-19 22:18:59.528789,Low,True,4.0
T003145,A000373,2026-02-18 21:37:30.289693,Medium,True,1.0
T003146,A000373,2026-04-30 10:40:18.223718,Low,False,
T003147,A000373,2026-03-01 23:32:05.815019,High,True,8.9
T003148,A000374,2025-05-04 06:17:00.216115,Medium,False,
T003149,A000374,2024-12-16 01:21:42.034283,Low,True,4.5
T003150,A000374,2024-12-22 09:15:47.797677,High,True,3.7
T003151,A000374,2025-04-28 16:12:43.923924,High,False,
T003152,A000374,2024-10-31 07:49:33.543958,High,True,4.0
T003153,A000374,2025-04-21 19:01:26.373368,,True,7.2
T003154,A000374,2025-01-02 14:19:55.567568,High,True,11.1
T003155,A000374,2024-11-12 11:57:58.405928,Medium,True,6.4
T003156,A000374,2025-05-05 16:23:28.149711,Medium,False,
T003157,A000374,2025-05-08 08:45:46.003409,High,True,3.9
T003158,A000374,2024-12-03 20:53:01.186901,High,True,5.1
T003159,A000374,2025-05-26 14:37:54.487925,,True,6.3
T003160,A000374,2024-10-23 10:43:12.957032,High,True,6.0
T003161,A000375,2026-06-08 13:10:46.239977,High,True,3.2
T003162,A000376,2026-03-30 06:19:00.255854,Medium,True,2.6
T003163,A000376,2026-03-30 09:56:48.400430,Medium,False,
T003164,A000376,2025-09-28 01:19:16.894779,High,True,1.2
T003165,A000376,2026-02-12 14:42:51.101143,High,True,6.1
T003166,A000376,2025-09-23 13:22:36.114282,Medium,False,
T003167,A000376,2026-02-27 04:14:01.983119,High,True,2.5
T003168,A000376,2026-02-04 04:37:51.392808,Medium,True,1.3
T003169,A000376,2026-03-24 05:57:38.464136,Medium,True,4.6
T003170,A000376,2026-02-14 19:12:34.907313,High,True,2.5
T003171,A000376,2026-01-29 16:26:55.784844,High,False,
T003172,A000376,2025-12-27 13:48:27.543173,High,False,
T003173,A000376,2026-02-02 08:03:46.019847,High,True,12.0
T003174,A000376,2026-03-21 18:52:37.372105,,False,
T003175,A000376,2025-08-11 21:35:22.127388,Medium,False,
T003176,A000376,2025-11-15 00:06:12.187217,High,True,1.2
T003177,A000376,2026-01-25 17:22:41.754692,,True,2.6
T003178,A000376,2026-01-18 10:35:06.342143,Medium,False,
T003179,A000376,2026-01-08 04:42:02.366483,High,False,
T003180,A000376,2026-03-06 22:02:40.558945,Low,False,
T003181,A000376,2026-01-08 12:45:05.146483,Medium,True,0.7
T003182,A000376,2025-11-08 07:47:43.660572,High,True,17.3
T003183,A000376,2026-03-28 01:19:02.749597,Medium,False,
T003184,A000376,2026-03-30 04:18:54.188092,High,True,2.7
T003185,A000376,2026-03-20 16:21:14.908335,Medium,True,2.8
T003186,A000377,2025-12-12 03:22:23.939013,Medium,True,2.8
T003187,A000377,2026-05-17 15:52:27.974063,Low,True,0.7
T003188,A000377,2026-06-21 16:33:43.306333,Low,True,5.0
T003189,A000377,2026-05-22 07:47:27.265027,Low,True,2.6
T003190,A000378,2025-12-26 13:54:21.754618,Medium,True,8.0
T003191,A000378,2025-11-20 18:56:48.614741,Medium,True,10.5
T003192,A000379,2026-08-23 12:48:39.492184,Medium,True,3.4
T003193,A000379,2026-08-06 09:12:46.802486,High,True,5.6
T003194,A000379,2026-08-21 03:00:57.711270,Low,True,1.2
T003195,A000379,2026-08-09 07:19:35.398078,,True,1.5
T003196,A000379,2026-08-18 04:29:48.782468,High,True,11.2
T003197,A000380,2025-10-11 23:32:24.350281,,False,
T003198,A000380,2025-10-23 17:20:01.677192,Low,True,5.1
T003199,A000380,2025-09-18 21:37:51.943296,High,True,1.0
T003200,A000380,2025-09-01 18:25:42.420040,,True,1.6
T003201,A000380,2025-10-20 03:09:38.256274,Medium,False,
T003202,A000380,2025-10-06 19:55:58.063988,High,False,
T003203,A000380,2025-09-27 17:24:53.029232,High,True,1.8
T003204,A000380,2025-10-18 10:01:23.485526,High,False,
T003205,A000381,2024-07-15 17:55:03.664523,Low,True,3.3
T003206,A000381,2024-08-01 09:43:05.792348,Medium,True,2.5
T003207,A000381,2024-07-21 15:37:17.166138,Low,True,3.1
T003208,A000381,2024-09-01 10:56:24.700291,Low,True,1.2
T003209,A000381,2026-03-09 19:48:11.549148,Medium,True,4.0
T003210,A000381,2024-12-08 06:11:57.019731,Medium,True,12.3
T003211,A000381,2024-08-16 23:41:33.584669,Low,True,1.5
T003212,A000381,2025-04-09 21:16:38.406239,Low,True,6.5
T003213,A000381,2024-07-20 14:56:39.184191,Low,True,4.3
T003214,A000382,2026-06-22 12:08:21.711978,Medium,True,9.9
T003215,A000382,2025-11-14 18:30:36.552210,Medium,True,5.5
T003216,A000382,2024-12-22 21:18:35.233210,Low,True,2.9
T003217,A000382,2025-08-20 13:48:21.501930,Medium,True,5.2
T003218,A000382,2025-09-04 03:43:56.391739,Low,True,7.1
T003219,A000382,2025-08-16 04:08:02.590289,Low,True,7.4
T003220,A000382,2023-10-05 20:56:33.683413,High,False,
T003221,A000382,2026-08-11 02:51:16.134927,Low,True,8.0
T003222,A000382,2025-10-11 00:37:35.286708,Low,True,0.6
T003223,A000382,2023-08-01 02:24:31.473915,Low,True,1.6
T003224,A000382,2026-08-04 08:25:00.169608,Low,True,8.0
T003225,A000382,2024-11-12 07:29:31.988042,Low,True,11.0
T003226,A000382,2024-09-23 01:11:18.142287,Low,True,1.2
T003227,A000382,2024-02-27 18:59:59.515971,Medium,True,2.7
T003228,A000382,2026-03-21 18:30:47.444749,Low,False,
T003229,A000382,2026-01-06 03:23:35.949221,Medium,True,6.3
T003230,A000382,2025-10-06 18:26:13.252285,Medium,True,0.2
T003231,A000382,2023-11-01 00:00:31.588162,Low,True,2.4
T003232,A000382,2025-09-05 04:10:20.669366,,True,2.7
T003233,A000383,2025-10-02 12:20:51.435373,Low,True,6.3
T003234,A000383,2026-07-12 17:51:28.207343,Low,True,14.6
T003235,A000383,2025-06-18 05:55:17.680407,,False,
T003236,A000383,2025-09-25 04:48:45.844027,Low,True,2.5
T003237,A000383,2025-04-24 18:42:31.849672,Medium,True,1.8
T003238,A000383,2025-07-17 19:49:40.576978,Low,True,3.7
T003239,A000383,2025-10-11 23:32:05.238669,Medium,True,3.2
T003240,A000383,2025-03-26 23:15:12.347064,Low,False,
T003241,A000383,2026-02-10 23:45:10.760487,Low,True,1.1
T003242,A000383,2026-07-04 00:10:38.139289,Low,True,2.7
T003243,A000384,2024-10-16 06:53:47.280818,High,True,10.6
T003244,A000384,2024-12-01 18:27:02.063592,High,True,11.0
T003245,A000384,2024-11-28 19:55:45.870081,Low,True,2.9
T003246,A000384,2026-05-20 01:44:03.705399,Low,False,
T003247,A000384,2026-05-19 08:42:51.349626,High,True,2.3
T003248,A000384,2024-04-01 05:07:40.002551,Low,True,3.5
T003249,A000384,2026-03-07 07:40:01.081323,Low,True,4.6
T003250,A000384,2024-04-29 04:53:34.102066,Low,False,
T003251,A000384,2026-05-22 00:22:55.252851,Low,True,3.4
T003252,A000384,2025-01-24 15:13:59.110806,Low,True,0.5
T003253,A000384,2025-05-02 20:11:56.413498,Low,True,6.2
T003254,A000384,2024-03-05 12:28:31.534128,Medium,True,9.8
T003255,A000384,2026-04-23 12:37:42.052143,,True,1.4
T003256,A000384,2024-05-11 13:27:06.352965,Medium,True,5.9
T003257,A000384,2026-01-20 11:37:54.713195,Low,True,0.5
T003258,A000384,2025-08-29 20:19:59.325711,Low,False,
T003259,A000384,2024-11-12 01:21:33.450622,Low,True,0.3
T003260,A000384,2026-05-19 00:44:26.910248,Medium,True,3.8
T003261,A000384,2025-08-12 10:54:30.169434,Low,True,0.3
T003262,A000384,2026-01-19 21:39:20.162230,High,True,2.0
T003263,A000384,2024-09-22 04:16:36.942830,High,False,
T003264,A000384,2024-08-06 05:25:59.016550,Low,True,1.1
T003265,A000384,2024-12-24 21:34:26.956685,Low,True,10.3
T003266,A000384,2024-05-09 16:56:27.274496,Medium,True,4.9
T003267,A000386,2025-02-09 20:52:15.088980,High,True,1.9
T003268,A000386,2025-02-24 09:30:06.006447,High,True,2.0
T003269,A000386,2025-01-18 00:41:21.580182,Medium,True,5.6
T003270,A000386,2025-02-10 18:07:30.182261,,True,2.9
T003271,A000386,2024-12-28 08:07:12.707333,Medium,False,
T003272,A000386,2025-03-09 14:50:45.189902,,False,
T003273,A000387,2024-09-20 04:33:45.819295,High,True,2.3
T003274,A000387,2025-12-17 17:44:31.627344,High,True,2.7
T003275,A000387,2026-03-29 20:42:36.471644,,True,4.7
T003276,A000387,2026-04-19 05:43:30.432622,Medium,True,6.5
T003277,A000387,2025-11-05 00:32:18.112571,Medium,True,5.1
T003278,A000387,2026-01-25 05:49:02.899413,Medium,True,3.5
T003279,A000387,2025-12-30 05:59:23.492689,High,True,3.7
T003280,A000387,2025-03-19 17:19:36.961371,High,True,11.0
T003281,A000387,2025-11-18 05:06:34.791159,Medium,True,3.2
T003282,A000387,2024-08-03 11:51:18.022698,,True,7.3
T003283,A000387,2025-07-01 02:51:48.905492,,True,6.2
T003284,A000387,2024-11-28 14:51:19.296600,Medium,True,5.5
T003285,A000387,2025-09-12 00:54:15.698608,Low,True,1.4
T003286,A000387,2024-09-18 06:10:07.556750,Medium,True,3.3
T003287,A000387,2024-12-11 22:08:40.549687,Medium,True,3.6
T003288,A000387,2025-04-21 06:36:38.715471,High,True,8.6
T003289,A000387,2026-02-18 13:39:29.976013,Medium,True,0.2
T003290,A000388,2026-05-07 22:07:22.481099,,True,5.3
T003291,A000388,2025-07-26 13:28:14.026886,Medium,True,2.6
T003292,A000388,2026-01-13 05:55:36.511632,High,True,5.5
T003293,A000388,2025-07-11 20:58:10.294341,High,True,5.2
T003294,A000388,2024-12-26 22:14:14.152089,Low,True,3.5
T003295,A000388,2025-06-08 21:55:10.169421,Low,False,
T003296,A000388,2024-07-17 02:50:46.578673,Medium,True,7.0
T003297,A000388,2024-11-12 20:42:13.623627,Low,True,3.8
T003298,A000389,2025-11-15 01:25:24.163554,Medium,True,0.9
T003299,A000389,2025-01-04 23:30:30.237510,Low,True,4.2
T003300,A000389,2025-05-15 11:44:00.656819,Low,True,11.5
T003301,A000389,2024-12-31 08:42:58.752766,Low,True,1.5
T003302,A000389,2025-12-31 20:54:12.136301,Medium,True,4.4
T003303,A000389,2026-01-23 17:01:18.308165,,True,7.2
T003304,A000389,2025-07-09 00:11:35.768632,Low,True,1.7
T003305,A000389,2025-03-09 09:06:07.286966,Medium,True,1.9
T003306,A000389,2024-11-29 23:17:12.909345,Low,True,4.5
T003307,A000390,2024-11-11 06:57:59.034771,,True,4.3
T003308,A000390,2024-06-04 10:40:14.735650,High,True,7.5
T003309,A000390,2026-07-31 17:28:58.904459,Medium,True,0.7
T003310,A000390,2025-11-02 20:30:46.825566,High,False,
T003311,A000390,2025-10-20 07:03:05.414283,Low,True,3.6
T003312,A000390,2025-05-26 08:09:10.045053,Low,True,3.9
T003313,A000390,2025-12-21 21:25:42.781487,Low,True,6.8
T003314,A000390,2024-10-14 01:23:11.521170,Medium,True,5.0
T003315,A000390,2025-08-28 04:31:29.523081,Low,False,
T003316,A000390,2025-06-26 13:00:26.001744,Low,True,2.9
T003317,A000390,2025-07-04 11:30:50.444410,Medium,True,4.1
T003318,A000390,2025-10-02 01:20:12.242535,Medium,True,4.8
T003319,A000390,2026-07-30 11:38:16.443218,,False,
T003320,A000390,2024-04-24 02:38:23.474939,Medium,True,5.1
T003321,A000391,2026-06-15 04:25:10.690312,High,False,
T003322,A000391,2026-05-23 23:58:06.383913,High,True,2.7
T003323,A000391,2026-08-18 01:51:07.696806,,False,
T003324,A000392,2025-12-19 14:15:23.532700,Low,True,6.3
T003325,A000392,2025-12-02 22:34:59.067559,High,True,3.4
T003326,A000392,2025-11-30 11:42:54.221202,High,True,6.2
T003327,A000392,2025-07-24 01:09:25.724481,Medium,True,1.2
T003328,A000392,2025-12-22 04:02:38.296934,High,True,4.3
T003329,A000393,2023-06-22 15:30:55.468917,Medium,True,3.5
T003330,A000393,2025-12-16 00:32:47.877464,,True,9.6
T003331,A000393,2024-04-05 04:20:57.127167,Low,False,
T003332,A000393,2023-10-16 01:22:04.807811,Low,False,
T003333,A000393,2023-06-18 16:47:37.510272,High,True,0.8
T003334,A000393,2026-08-13 00:46:28.998829,Medium,True,2.6
T003335,A000393,2025-04-18 21:52:33.745417,,True,2.6
T003336,A000393,2025-03-29 03:58:07.813047,Medium,True,4.8
T003337,A000393,2025-01-11 06:49:25.257334,Medium,True,4.4
T003338,A000393,2024-01-13 20:36:13.186698,High,True,6.9
T003339,A000393,2024-08-21 22:08:54.557675,Medium,True,4.8
T003340,A000393,2024-08-07 03:16:59.177590,Low,True,3.0
T003341,A000393,2023-12-19 15:55:15.487588,Low,True,15.4
T003342,A000393,2024-07-02 12:22:25.922745,Low,True,8.4
T003343,A000393,2025-05-24 17:21:46.974060,Low,True,1.9
T003344,A000393,2025-10-07 05:57:08.231366,High,False,
T003345,A000393,2024-05-11 08:20:01.958105,Medium,True,3.8
T003346,A000393,2025-10-07 08:41:39.246874,Medium,True,1.1
T003347,A000393,2024-10-06 14:18:20.677428,Medium,True,1.8
T003348,A000393,2025-09-08 20:10:23.376028,Low,True,2.5
T003349,A000394,2026-07-02 04:14:39.201866,Low,True,7.4
T003350,A000395,2025-07-13 06:36:05.851406,,True,0.5
T003351,A000395,2025-01-11 15:18:08.962693,Low,True,5.6
T003352,A000395,2025-04-18 09:19:47.890649,Low,True,2.6
T003353,A000395,2025-07-02 07:49:35.423866,,True,1.2
T003354,A000395,2026-05-24 16:48:31.009554,High,True,2.2
T003355,A000395,2024-12-03 08:55:30.667111,Medium,True,9.4
T003356,A000395,2025-04-28 03:54:57.636774,High,True,1.4
T003357,A000395,2024-11-05 19:04:41.068134,Medium,True,3.2
T003358,A000395,2023-11-08 21:24:51.667263,Medium,True,1.8
T003359,A000395,2023-08-07 15:06:51.124235,Low,True,2.8
T003360,A000395,2023-08-02 23:27:53.155431,Medium,True,7.9
T003361,A000395,2024-12-11 14:25:28.931570,Low,True,4.6
T003362,A000395,2023-10-04 06:19:50.466804,Low,True,6.1
T003363,A000395,2023-09-08 19:17:05.813851,Low,True,5.6
T003364,A000395,2025-08-04 19:58:48.331971,Low,True,1.4
T003365,A000396,2025-04-18 05:11:41.672267,Low,False,
T003366,A000396,2025-04-08 18:23:36.335136,,False,
T003367,A000396,2025-03-20 13:29:08.353460,Medium,True,6.7
T003368,A000396,2025-02-05 03:15:10.378927,High,True,1.9
T003369,A000396,2025-04-12 15:30:21.393307,Low,False,
T003370,A000396,2025-03-29 15:32:00.950592,Low,True,3.8
T003371,A000397,2025-04-30 09:13:05.607956,High,True,2.0
T003372,A000397,2026-06-17 00:54:50.827595,Low,True,3.0
T003373,A000397,2025-11-12 09:23:43.927648,Medium,True,3.8
T003374,A000397,2026-07-30 05:20:10.266505,Medium,True,1.5
T003375,A000397,2024-02-12 14:04:31.378815,Medium,True,2.4
T003376,A000397,2025-02-02 11:48:44.374728,Medium,True,4.6
T003377,A000397,2026-06-28 05:00:09.094649,Low,False,
T003378,A000397,2023-09-01 00:21:10.539631,Low,True,1.8
T003379,A000397,2024-05-19 10:48:17.046450,Low,True,0.9
T003380,A000397,2026-01-04 12:39:10.609823,Medium,True,1.3
T003381,A000397,2025-11-08 22:15:32.332549,High,True,4.0
T003382,A000397,2024-07-28 20:02:47.616739,Low,True,6.1
T003383,A000397,2024-07-16 06:21:49.628930,,True,4.3
T003384,A000397,2023-10-17 01:40:36.105242,Low,True,1.1
T003385,A000397,2024-02-08 19:03:33.416977,High,True,4.5
T003386,A000399,2024-02-19 01:09:59.414907,Medium,True,2.5
T003387,A000399,2024-08-17 00:07:58.984294,High,True,1.4
T003388,A000399,2024-07-27 10:19:52.782544,High,True,6.9
T003389,A000399,2025-01-10 07:50:30.967253,Low,True,4.8
T003390,A000399,2026-07-26 12:34:41.161048,Low,True,9.0
T003391,A000399,2025-09-17 18:44:07.732095,,True,2.1
T003392,A000399,2025-07-08 17:32:30.380500,Low,True,2.0
T003393,A000399,2025-07-31 23:05:40.109798,Medium,True,8.2
T003394,A000399,2025-01-03 07:40:36.002702,Medium,True,0.0
T003395,A000399,2024-12-30 23:55:32.307422,Medium,True,0.7
T003396,A000399,2024-02-07 02:52:43.536072,Low,True,0.7
T003397,A000399,2024-03-18 07:45:23.177589,Low,True,0.8
T003398,A000399,2024-10-04 08:53:49.178122,Medium,True,2.9
T003399,A000399,2026-04-16 09:07:07.192960,High,True,5.0
T003400,A000399,2024-08-13 13:27:23.181850,Low,True,4.6
T003401,A000399,2024-09-02 17:51:33.269271,Low,True,4.7
T003402,A000399,2026-06-03 10:17:00.239939,,True,6.3
T003403,A000399,2024-02-06 17:30:46.792511,Low,True,1.2
T003404,A000399,2024-02-21 21:20:56.195854,Medium,True,4.0
T003405,A000399,2026-07-20 01:15:35.004212,Low,True,3.5
T003406,A000399,2026-03-05 05:19:11.344548,Low,True,5.3
T003407,A000399,2024-06-28 21:39:43.820148,,True,4.4
T003408,A000400,2025-07-06 20:58:18.353703,,True,6.1
T003409,A000400,2025-06-07 18:14:09.884031,Medium,True,3.1
T003410,A000400,2025-11-10 12:37:17.550659,High,True,8.3
T003411,A000400,2025-11-22 04:30:27.097228,Low,True,6.5
T003412,A000400,2025-10-22 04:50:58.519166,,True,1.1
T003413,A000400,2026-07-05 12:06:53.536747,Low,True,1.7
T003414,A000400,2026-08-02 21:46:18.264378,Low,True,2.6
T003415,A000401,2025-04-04 12:01:03.608436,High,True,0.6
T003416,A000401,2025-02-14 11:00:44.433085,Medium,True,2.4
T003417,A000402,2025-08-23 09:45:10.039440,Low,True,1.0
T003418,A000403,2024-11-19 18:31:00.892090,Medium,True,3.9
T003419,A000403,2025-01-01 03:59:52.262776,Low,True,1.5
T003420,A000403,2024-11-12 02:33:14.187518,Low,False,
T003421,A000403,2026-02-24 05:41:14.194652,Low,True,3.9
T003422,A000403,2025-07-30 02:36:05.210339,Low,True,1.2
T003423,A000403,2026-05-16 01:31:40.901121,Medium,True,2.4
T003424,A000403,2024-09-03 14:00:56.713139,Low,True,3.7
T003425,A000403,2026-08-07 17:42:44.207896,Medium,True,0.8
T003426,A000403,2024-09-21 15:47:19.585816,Medium,False,
T003427,A000403,2024-09-12 16:41:49.390248,Low,False,
T003428,A000403,2025-10-10 09:44:52.370159,Medium,True,1.1
T003429,A000404,2026-08-23 03:59:36.998319,Medium,True,2.7
T003430,A000404,2026-05-16 10:08:14.263736,Medium,True,2.2
T003431,A000404,2026-07-02 16:17:43.562545,Low,True,8.8
T003432,A000404,2026-05-31 16:44:56.005038,Low,True,4.6
T003433,A000404,2026-06-11 11:42:19.407880,Low,False,
T003434,A000404,2026-05-02 07:47:20.904100,Low,False,
T003435,A000405,2025-12-02 07:14:55.018892,Low,False,
T003436,A000405,2026-03-22 07:09:07.382216,Low,True,2.0
T003437,A000405,2025-05-09 14:40:07.665148,Low,False,
T003438,A000405,2024-06-25 06:37:13.671732,Low,True,2.2
T003439,A000405,2024-10-13 10:04:33.456974,Low,True,7.6
T003440,A000405,2024-07-22 19:01:16.594991,Low,True,6.8
T003441,A000405,2025-03-03 13:02:21.307260,,True,0.3
T003442,A000405,2025-09-09 13:58:52.221349,Low,True,4.7
T003443,A000405,2026-01-31 21:02:34.501096,Low,True,1.4
T003444,A000405,2026-05-12 23:14:13.343549,Low,True,3.3
T003445,A000405,2025-11-09 12:56:41.682241,Low,True,2.9
