account_id,opp_id,company_name,account_tier,initial_deal_size,signup_date,subscription_id,plan,mrr,billing_frequency,contract_start_date,contract_end_date,status,churn_date,churn_probability,risk_tier,expansion_score,recommendation,recommended_action
A000322,O001295,"Sanchez, Orozco and Flores",SMB,7210,2026-08-05 18:26:49.275841,S000322,Starter,646.57,Annual,2026-08-05 18:26:49.275841,2027-08-05 18:26:49.275841,Active,,0.0016575718,Low,0.0076449225,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000323,O001300,Johnson and Sons,Mid-Market,32099,2024-03-27 04:50:10.909400,S000323,Growth,2762.84,Monthly,2024-03-27 04:50:10.909400,,Churned,2024-10-23 04:50:10.909400,,,,,Already churned
A000324,O001304,Livingston-Solomon,Mid-Market,36858,2023-06-14 05:45:26.990948,S000324,Growth,3114.73,Annual,2023-06-14 05:45:26.990948,2024-06-13 05:45:26.990948,Active,,0.002363631,Low,0.006865335,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000325,O001305,"Robinson, Johnson and Swanson",Mid-Market,40662,2025-04-28 00:02:07.398818,S000325,Growth,3756.47,Annual,2025-04-28 00:02:07.398818,2026-04-28 00:02:07.398818,Active,,0.0022081272,Low,0.0055300696,Pitch: additional seats,Healthy — no action needed
A000326,O001306,Marsh-Tapia,SMB,3882,2025-11-03 19:42:18.184777,S000326,Starter,279.58,Annual,2025-11-03 19:42:18.184777,2026-11-03 19:42:18.184777,Active,,0.0021627655,Low,0.001976292,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000327,O001310,"Edwards, Brown and White",SMB,6503,2025-07-01 05:29:40.326934,S000327,Starter,538.28,Annual,2025-07-01 05:29:40.326934,2026-07-01 05:29:40.326934,Active,,0.0013615082,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000328,O001318,Benjamin and Sons,Mid-Market,30151,2026-06-22 21:47:40.982032,S000328,Growth,2706.23,Annual,2026-06-22 21:47:40.982032,2027-06-22 21:47:40.982032,Active,,0.0016142497,Low,0.011125621,Pitch: additional seats,Healthy — no action needed
A000329,O001322,Newton-Martinez,Mid-Market,34540,2023-09-27 18:52:38.846093,S000329,Growth,2722.09,Monthly,2023-09-27 18:52:38.846093,,Active,,0.001162117,Low,0.0027311137,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000330,O001323,Bass Inc,Mid-Market,44650,2026-07-11 19:31:18.297216,S000330,Growth,3800.11,Annual,2026-07-11 19:31:18.297216,2027-07-11 19:31:18.297216,Active,,0.0016197028,Low,0.16968851,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000331,O001324,"Jackson, Jones and Robertson",SMB,10048,2025-11-28 16:46:12.130187,S000331,Starter,894.85,Monthly,2025-11-28 16:46:12.130187,,Active,,0.0012028579,Low,0.0019873912,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000332,O001328,"Banks, Gray and Gonzales",SMB,6700,2025-06-14 03:34:08.851583,S000332,Starter,533.9,Monthly,2025-06-14 03:34:08.851583,,Active,,0.001804419,Low,0.0020433997,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000333,O001331,Davis PLC,SMB,5652,2023-09-09 14:43:27.808925,S000333,Starter,485.99,Monthly,2023-09-09 14:43:27.808925,,Active,,0.003832926,Low,0.0019213832,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000334,O001336,Hamilton Ltd,Mid-Market,35185,2023-09-01 16:40:29.430653,S000334,Growth,3155.24,Annual,2023-09-01 16:40:29.430653,2024-08-31 16:40:29.430653,Active,,0.0012302025,Low,0.9967981,Pitch: additional seats,Route to expansion play
A000335,O001340,Henry PLC,SMB,8411,2025-10-06 11:40:46.930084,S000335,Starter,652.77,Monthly,2025-10-06 11:40:46.930084,,Churned,2026-03-05 11:40:46.930084,,,,,Already churned
A000336,O001345,"Wilson, Terry and Bush",SMB,11518,2025-11-17 13:45:26.655073,S000336,Starter,1075.09,Annual,2025-11-17 13:45:26.655073,2026-11-17 13:45:26.655073,Churned,2026-04-16 13:45:26.655073,,,,,Already churned
A000337,O001355,"Warner, Oconnor and Smith",SMB,10424,2025-12-07 06:06:59.751687,S000337,Starter,789.8,Annual,2025-12-07 06:06:59.751687,2026-12-07 06:06:59.751687,Active,,0.002584432,Low,0.0019213832,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000338,O001360,Hoffman-Webb,Mid-Market,34397,2025-08-27 22:04:54.122865,S000338,Growth,2604.1,Annual,2025-08-27 22:04:54.122865,2026-08-27 22:04:54.122865,Active,,0.0032331776,Low,0.0047455626,Pitch: additional seats,Healthy — no action needed
A000339,O001363,"Klein, Chavez and Lane",Enterprise,69212,2025-10-25 03:41:33.427293,S000339,Enterprise,6249.88,Monthly,2025-10-25 03:41:33.427293,,Active,,0.0016378243,Low,0.003649283,Pitch: additional seats,Healthy — no action needed
A000340,O001376,Hernandez Inc,SMB,9252,2025-01-06 09:49:22.429417,S000340,Starter,693.24,Annual,2025-01-06 09:49:22.429417,2026-01-06 09:49:22.429417,Active,,0.0012900549,Low,0.0017999619,Pitch: additional seats,Healthy — no action needed
A000341,O001384,"Stewart, Miller and Jacobs",SMB,8514,2025-09-02 01:54:37.043099,S000341,Starter,766.41,Monthly,2025-09-02 01:54:37.043099,,Active,,0.002042305,Low,0.0062038847,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000342,O001394,Wang Inc,Mid-Market,27781,2024-03-14 03:26:31.410064,S000342,Growth,2592.21,Monthly,2024-03-14 03:26:31.410064,,Active,,0.00063694775,Low,0.9972796,Pitch: additional seats,Route to expansion play
A000343,O001410,"Morales, Johnson and Hunt",Mid-Market,17539,2026-03-11 09:33:17.094044,S000343,Growth,1349.97,Annual,2026-03-11 09:33:17.094044,2027-03-11 09:33:17.094044,Active,,0.0022983458,Low,0.9987035,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000344,O001418,"Flowers, Marshall and Miller",SMB,11626,2023-09-12 19:00:13.025530,S000344,Starter,984.08,Monthly,2023-09-12 19:00:13.025530,,Active,,0.0022329926,Low,0.0019213832,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000345,O001420,"Hunter, Parks and Smith",Mid-Market,56461,2024-07-24 22:07:40.292710,S000345,Growth,4345.22,Monthly,2024-07-24 22:07:40.292710,,Churned,2025-02-19 22:07:40.292710,,,,,Already churned
A000346,O001421,"Choi, Morales and Wise",SMB,8481,2025-02-16 20:35:11.180501,S000346,Starter,700.36,Monthly,2025-02-16 20:35:11.180501,,Churned,2025-06-16 20:35:11.180501,,,,,Already churned
A000347,O001424,"Miller, Smith and Vaughan",SMB,4636,2025-02-12 09:14:51.921177,S000347,Starter,361.74,Annual,2025-02-12 09:14:51.921177,2026-02-12 09:14:51.921177,Churned,2026-02-07 09:14:51.921177,,,,,Already churned
A000348,O001425,"Brennan, Graham and Marshall",SMB,9173,2023-11-06 14:08:35.820766,S000348,Starter,741.43,Monthly,2023-11-06 14:08:35.820766,,Active,,0.002599182,Low,0.0065960614,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000349,O001427,Evans-Johnson,SMB,9462,2025-08-21 10:23:15.492341,S000349,Starter,825.45,Annual,2025-08-21 10:23:15.492341,2026-08-21 10:23:15.492341,Active,,0.0020569782,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000350,O001429,Morales-White,SMB,12407,2024-07-19 21:48:29.692046,S000350,Starter,964.47,Annual,2024-07-19 21:48:29.692046,2025-07-19 21:48:29.692046,Churned,2025-04-15 21:48:29.692046,,,,,Already churned
A000351,O001432,Sandoval-Hill,Mid-Market,54143,2026-03-21 05:49:24.956840,S000351,Growth,4673.02,Annual,2026-03-21 05:49:24.956840,2027-03-21 05:49:24.956840,Active,,0.0025333466,Low,0.9967981,Pitch: additional seats,Route to expansion play
A000352,O001436,"Faulkner, Welch and Hoffman",SMB,5664,2023-07-05 11:17:09.680446,S000352,Starter,511.3,Monthly,2023-07-05 11:17:09.680446,,Churned,2024-05-30 11:17:09.680446,,,,,Already churned
A000353,O001439,"Mcdonald, Moore and Richards",Mid-Market,19142,2025-01-18 23:02:12.979700,S000353,Growth,1452.88,Monthly,2025-01-18 23:02:12.979700,,Active,,0.0035757225,Low,0.0021855617,Pitch: additional seats,Healthy — no action needed
A000354,O001442,Foster and Sons,SMB,3434,2026-09-10 02:57:06.530805,S000354,Starter,279.89,Annual,2026-09-10 02:57:06.530805,2027-09-10 02:57:06.530805,Active,,0.0048242062,Low,0.0076449225,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000355,O001443,Duncan and Sons,SMB,4656,2026-06-18 06:23:33.310374,S000355,Starter,369.47,Monthly,2026-06-18 06:23:33.310374,,Active,,0.0025474739,Low,0.027612654,Pitch: additional seats,Healthy — no action needed
A000356,O001448,Bradshaw and Sons,Mid-Market,24102,2025-08-28 00:45:03.306014,S000356,Growth,1783.57,Annual,2025-08-28 00:45:03.306014,2026-08-28 00:45:03.306014,Active,,0.001162117,Low,0.008312044,Pitch: additional seats,Healthy — no action needed
A000357,O001452,Ellis Ltd,Mid-Market,59160,2023-09-02 15:06:22.543536,S000357,Growth,4992.42,Monthly,2023-09-02 15:06:22.543536,,Active,,0.0022174602,Low,0.003502761,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000358,O001454,Kline and Sons,SMB,12532,2025-06-06 22:40:21.422068,S000358,Starter,1091.54,Annual,2025-06-06 22:40:21.422068,2026-06-06 22:40:21.422068,Churned,2025-10-04 22:40:21.422068,,,,,Already churned
A000359,O001458,Ware-Medina,Mid-Market,17899,2024-04-15 03:19:50.626620,S000359,Growth,1345.83,Monthly,2024-04-15 03:19:50.626620,,Active,,0.0008916308,Low,0.0018707375,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000360,O001459,"Mack, Cox and Moran",Mid-Market,24633,2025-02-27 10:21:31.320096,S000360,Growth,2044.31,Monthly,2025-02-27 10:21:31.320096,,Active,,0.0016624002,Low,0.0052855588,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000361,O001460,Thomas LLC,Mid-Market,25344,2024-05-31 10:35:37.276726,S000361,Growth,2186.34,Monthly,2024-05-31 10:35:37.276726,,Active,,0.0023504281,Low,0.9972796,Pitch: additional seats,Route to expansion play
A000362,O001463,Ellis Ltd,SMB,2730,2025-10-29 22:13:57.653023,S000362,Starter,208.41,Annual,2025-10-29 22:13:57.653023,2026-10-29 22:13:57.653023,Active,,0.9871889,High,0.0019213832,Pitch: additional seats,Flag for CSM outreach
A000363,O001466,"Cox, Carter and Duffy",Enterprise,71723,2025-08-27 23:42:19.119285,S000363,Enterprise,6685.28,Annual,2025-08-27 23:42:19.119285,2026-08-27 23:42:19.119285,Active,,0.0015132683,Low,0.004175426,Pitch: additional seats,Healthy — no action needed
A000364,O001485,"Larson, Butler and Barber",SMB,11735,2023-10-09 07:36:12.627463,S000364,Starter,961.63,Annual,2023-10-09 07:36:12.627463,2024-10-08 07:36:12.627463,Active,,0.002159361,Low,0.0062038847,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000365,O001490,"Willis, Brown and Brown",SMB,13449,2023-09-11 17:44:51.325884,S000365,Starter,1206.17,Annual,2023-09-11 17:44:51.325884,2024-09-10 17:44:51.325884,Active,,0.0012152768,Low,0.0017999619,Pitch: additional seats,Healthy — no action needed
A000366,O001491,Rodriguez-Taylor,Mid-Market,46357,2023-11-17 18:57:38.292183,S000366,Growth,4042.41,Annual,2023-11-17 18:57:38.292183,2024-11-16 18:57:38.292183,Active,,0.0025099542,Low,0.0068401196,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000367,O001494,Simmons-Shaffer,SMB,4906,2024-05-24 02:43:36.175362,S000367,Starter,453.21,Annual,2024-05-24 02:43:36.175362,2025-05-24 02:43:36.175362,Churned,2024-10-21 02:43:36.175362,,,,,Already churned
A000368,O001495,"Brooks, Knight and Forbes",SMB,10315,2025-05-13 12:06:09.618924,S000368,Starter,892.87,Annual,2025-05-13 12:06:09.618924,2026-05-13 12:06:09.618924,Active,,0.000861925,Low,0.0052462197,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000369,O001497,"Jones, Davis and Grant",Mid-Market,36597,2025-09-15 17:03:19.293985,S000369,Growth,2889.54,Annual,2025-09-15 17:03:19.293985,2026-09-15 17:03:19.293985,Active,,0.0027892417,Low,0.0052848873,Pitch: additional seats,Healthy — no action needed
A000370,O001498,"Santos, Lee and Jones",Mid-Market,27851,2023-08-01 20:14:59.007459,S000370,Growth,2357.13,Annual,2023-08-01 20:14:59.007459,2024-07-31 20:14:59.007459,Active,,0.00094761816,Low,0.9972796,Pitch: additional seats,Route to expansion play
A000371,O001505,"Ramsey, Martinez and Sherman",Mid-Market,20263,2026-03-03 21:04:12.532059,S000371,Growth,1451.32,Monthly,2026-03-03 21:04:12.532059,,Active,,0.0026518926,Low,0.0036177335,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000372,O001511,"Schneider, Price and Ruiz",Mid-Market,22251,2024-09-07 10:34:43.825824,S000372,Growth,1857.63,Monthly,2024-09-07 10:34:43.825824,,Active,,0.0012206081,Low,0.0015267885,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000373,O001517,Johnson and Sons,Mid-Market,32163,2023-08-14 20:00:58.695614,S000373,Growth,2592.39,Monthly,2023-08-14 20:00:58.695614,,Active,,0.0008916308,Low,0.0028085248,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000374,O001520,Rodriguez Group,Mid-Market,39125,2024-07-04 18:51:39.316565,S000374,Growth,3095.59,Monthly,2024-07-04 18:51:39.316565,,Churned,2025-06-29 18:51:39.316565,,,,,Already churned
A000375,O001528,Sanders Inc,Mid-Market,34830,2026-03-10 16:55:16.721676,S000375,Growth,3048.85,Annual,2026-03-10 16:55:16.721676,2027-03-10 16:55:16.721676,Active,,0.0007675242,Low,0.9967981,Pitch: additional seats,Route to expansion play
A000376,O001530,Rogers-Stafford,SMB,5905,2025-06-28 12:50:17.762631,S000376,Starter,441.77,Monthly,2025-06-28 12:50:17.762631,,Churned,2026-04-24 12:50:17.762631,,,,,Already churned
A000377,O001531,Peterson-Wiggins,Mid-Market,29074,2025-11-07 15:21:43.712303,S000377,Growth,2477.41,Annual,2025-11-07 15:21:43.712303,2026-11-07 15:21:43.712303,Active,,0.0013657204,Low,0.9972796,Pitch: additional seats,Route to expansion play
A000378,O001532,Oconnell and Sons,SMB,5927,2025-07-16 12:35:00.190559,S000378,Starter,557.08,Monthly,2025-07-16 12:35:00.190559,,Active,,0.0021627655,Low,0.013670588,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000379,O001541,Griffith LLC,SMB,12412,2026-07-06 04:32:10.649802,S000379,Starter,1013.21,Annual,2026-07-06 04:32:10.649802,2027-07-06 04:32:10.649802,Active,,0.0024616146,Low,0.054551866,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000380,O001551,"Huff, Bird and Miller",SMB,3188,2025-07-29 04:09:59.421125,S000380,Starter,267.62,Monthly,2025-07-29 04:09:59.421125,,Churned,2025-10-27 04:09:59.421125,,,,,Already churned
A000381,O001552,"Hamilton, Baker and Osborn",SMB,4173,2024-07-09 05:19:34.807911,S000381,Starter,338.95,Annual,2024-07-09 05:19:34.807911,2025-07-09 05:19:34.807911,Active,,0.0011648113,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000382,O001554,"White, Mccoy and Murphy",Mid-Market,53183,2023-06-29 15:34:46.529813,S000382,Growth,4005.39,Annual,2023-06-29 15:34:46.529813,2024-06-28 15:34:46.529813,Active,,0.0021929396,Low,0.008602154,Pitch: additional seats,Healthy — no action needed
A000383,O001555,"Bryant, Macdonald and Howard",SMB,9944,2025-01-05 12:51:27.458638,S000383,Starter,905.2,Annual,2025-01-05 12:51:27.458638,2026-01-05 12:51:27.458638,Active,,0.0029045674,Low,0.0019213832,Pitch: additional seats,Healthy — no action needed
A000384,O001556,"Cooper, Beltran and Wright",SMB,3572,2024-02-27 11:08:13.358699,S000384,Starter,317.44,Monthly,2024-02-27 11:08:13.358699,,Active,,0.0037155699,Low,0.0018653522,Pitch: additional seats,Healthy — no action needed
A000385,O001557,Hansen PLC,SMB,12062,2026-08-31 14:44:10.112290,S000385,Starter,953.4,Annual,2026-08-31 14:44:10.112290,2027-08-31 14:44:10.112290,Active,,0.0039340095,Low,0.0076449225,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000386,O001563,"Melendez, Alvarado and Phelps",SMB,7255,2024-11-13 09:44:06.884110,S000386,Starter,685.7,Monthly,2024-11-13 09:44:06.884110,,Churned,2025-03-13 09:44:06.884110,,,,,Already churned
A000387,O001566,Mathews Group,Mid-Market,23365,2024-07-24 06:17:50.827341,S000387,Growth,1807.87,Monthly,2024-07-24 06:17:50.827341,,Active,,0.0022174602,Low,0.0021346686,Pitch: additional seats,Healthy — no action needed
A000388,O001568,Rubio and Sons,Mid-Market,17564,2024-07-15 07:21:15.952279,S000388,Growth,1314.8,Annual,2024-07-15 07:21:15.952279,2025-07-15 07:21:15.952279,Active,,0.002003234,Low,0.0019213832,Pitch: additional seats,Healthy — no action needed
A000389,O001581,"Smith, Murphy and Torres",Mid-Market,36208,2024-11-19 13:32:05.391303,S000389,Growth,3027.88,Monthly,2024-11-19 13:32:05.391303,,Active,,0.0009582274,Low,0.0039379294,Pitch: additional seats,Healthy — no action needed
A000390,O001582,Fields Group,SMB,13913,2024-01-21 03:51:45.792369,S000390,Starter,1279.83,Annual,2024-01-21 03:51:45.792369,2025-01-20 03:51:45.792369,Active,,0.0017399141,Low,0.0019213832,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000391,O001584,Wiggins and Sons,SMB,7179,2026-05-16 22:54:24.815982,S000391,Starter,522.25,Monthly,2026-05-16 22:54:24.815982,,Active,,0.70550764,High,0.0017999619,Pitch: upgrade tier / deeper feature access,Flag for CSM outreach
A000392,O001594,"Adkins, Duncan and Thompson",SMB,11424,2025-04-22 20:33:25.972152,S000392,Starter,1086.67,Annual,2025-04-22 20:33:25.972152,2026-04-22 20:33:25.972152,Churned,2026-01-17 20:33:25.972152,,,,,Already churned
A000393,O001595,Rasmussen Group,Mid-Market,42059,2023-06-10 16:37:36.257747,S000393,Growth,3308.74,Annual,2023-06-10 16:37:36.257747,2024-06-09 16:37:36.257747,Active,,0.0021929396,Low,0.006865335,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000394,O001598,Hicks Ltd,SMB,7119,2026-05-16 03:09:26.646359,S000394,Starter,505.54,Annual,2026-05-16 03:09:26.646359,2027-05-16 03:09:26.646359,Active,,0.0027432642,Low,0.0020487509,Pitch: additional seats,Healthy — no action needed
A000395,O001601,Joyce-Benitez,SMB,4677,2023-05-17 20:20:40.521093,S000395,Starter,420.67,Annual,2023-05-17 20:20:40.521093,2024-05-16 20:20:40.521093,Active,,0.002666858,Low,0.0047529167,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000396,O001604,Becker-Mckinney,Mid-Market,31493,2025-01-04 07:53:19.605250,S000396,Growth,2904.67,Annual,2025-01-04 07:53:19.605250,2026-01-04 07:53:19.605250,Churned,2025-05-04 07:53:19.605250,,,,,Already churned
A000397,O001613,Peterson LLC,SMB,4652,2023-04-30 11:22:40.937644,S000397,Starter,0.0,Annual,2023-04-30 11:22:40.937644,2024-04-29 11:22:40.937644,Active,,0.0029140383,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000398,O001621,Thomas-Rodriguez,Mid-Market,22121,2026-08-21 17:08:39.014009,S000398,Growth,1655.52,Annual,2026-08-21 17:08:39.014009,2027-08-21 17:08:39.014009,Active,,0.0016142497,Low,0.0076449225,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000399,O001622,"Chavez, Conway and Sosa",SMB,4415,2024-01-23 06:14:29.313286,S000399,Starter,380.3,Monthly,2024-01-23 06:14:29.313286,,Active,,0.0026966636,Low,0.0017999619,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000400,O001629,Nixon LLC,Mid-Market,31252,2025-05-07 06:22:33.687845,S000400,Growth,2925.08,Annual,2025-05-07 06:22:33.687845,2026-05-07 06:22:33.687845,Active,,0.0009582274,Low,0.002829657,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000401,O001631,Lee-Ramirez,Mid-Market,20144,2025-02-04 22:12:34.474151,S000401,Growth,1892.84,Annual,2025-02-04 22:12:34.474151,2026-02-04 22:12:34.474151,Churned,2025-05-05 22:12:34.474151,,,,,Already churned
A000402,O001633,Navarro Inc,SMB,5195,2025-03-14 05:08:56.129871,S000402,Starter,-50.0,Annual,2025-03-14 05:08:56.129871,2026-03-14 05:08:56.129871,Active,,0.0024500322,Low,0.0019741452,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000403,O001634,Terry-Rogers,SMB,10256,2024-06-05 13:06:51.136484,S000403,Starter,948.46,Annual,2024-06-05 13:06:51.136484,2025-06-05 13:06:51.136484,Active,,0.001465131,Low,0.0017999619,Pitch: additional seats,Healthy — no action needed
A000404,O001639,"Marks, Hartman and Rodriguez",Mid-Market,19011,2026-04-13 20:08:53.831013,S000404,Growth,1382.07,Annual,2026-04-13 20:08:53.831013,2027-04-13 20:08:53.831013,Active,,0.0026305427,Low,0.0035546029,Pitch: additional seats,Healthy — no action needed
A000405,O001641,"Lee, Roth and Erickson",SMB,9169,2024-05-11 08:18:03.941291,S000405,Starter,839.19,Monthly,2024-05-11 08:18:03.941291,,Active,,0.0008165509,Low,0.0050538373,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000406,O001643,Lopez LLC,SMB,6554,2024-08-30 22:58:27.768821,S000406,Starter,513.51,Monthly,2024-08-30 22:58:27.768821,,Churned,2025-09-24 22:58:27.768821,,,,,Already churned
A000407,O001645,"Phillips, Gutierrez and Davidson",SMB,8630,2024-12-19 21:02:10.397444,S000407,Starter,771.04,Annual,2024-12-19 21:02:10.397444,2025-12-19 21:02:10.397444,Active,,0.0010005687,Low,0.0017999619,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000408,O001646,"Allen, Smith and Zamora",SMB,2172,2025-08-19 22:37:56.742664,S000408,Starter,200.0,Monthly,2025-08-19 22:37:56.742664,,Active,,0.002630594,Low,0.0062038847,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000409,O001647,"King, Webster and Brown",SMB,6437,2026-02-08 21:19:46.022460,S000409,Starter,483.51,Monthly,2026-02-08 21:19:46.022460,,Active,,0.003010013,Low,0.0062038847,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000410,O001651,Barnes-Johnson,SMB,6947,2024-01-18 10:01:37.585535,S000410,Starter,660.82,Monthly,2024-01-18 10:01:37.585535,,Active,,0.0014443245,Low,0.0017999619,Pitch: additional seats,Healthy — no action needed
A000411,O001653,Gallegos-Nash,Mid-Market,26368,2026-01-22 09:02:29.169172,S000411,Growth,2201.41,Monthly,2026-01-22 09:02:29.169172,,Active,,0.0016197028,Low,0.9972796,Pitch: additional seats,Route to expansion play
A000412,O001657,Wood Group,Mid-Market,23582,2025-05-14 16:26:42.689779,S000412,Growth,1914.5,Monthly,2025-05-14 16:26:42.689779,,Active,,0.0022983458,Low,0.998398,Pitch: additional seats,Route to expansion play
A000413,O001662,Dixon-Davis,SMB,6849,2025-12-26 19:38:11.090122,S000413,Starter,535.39,Annual,2025-12-26 19:38:11.090122,2026-12-26 19:38:11.090122,Active,,0.004353244,Low,0.0017999619,Pitch: additional seats,Healthy — no action needed
A000414,O001663,"Adams, Cole and Waters",SMB,4800,2025-08-15 07:17:19.987888,S000414,Starter,362.32,Monthly,2025-08-15 07:17:19.987888,,Active,,0.0021388482,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000415,O001666,"Woods, Thomas and Decker",Mid-Market,21645,2024-08-25 13:51:24.883938,S000415,Growth,1652.14,Monthly,2024-08-25 13:51:24.883938,,Active,,0.00063694775,Low,0.998398,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000416,O001671,Taylor Inc,SMB,3747,2025-01-29 07:17:02.100596,S000416,Starter,326.75,Monthly,2025-01-29 07:17:02.100596,,Active,,0.0017448945,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000417,O001673,Compton-Morgan,SMB,4709,2024-05-16 20:16:04.272448,S000417,Starter,389.84,Monthly,2024-05-16 20:16:04.272448,,Active,,0.0026966636,Low,0.0017999619,Pitch: additional seats,Healthy — no action needed
A000418,O001676,Allen Ltd,Mid-Market,40455,2026-01-22 04:07:38.949416,S000418,Growth,2936.17,Annual,2026-01-22 04:07:38.949416,2027-01-22 04:07:38.949416,Active,,0.02783871,Low,0.0031818408,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000419,O001679,"Johnson, Perez and Henry",Mid-Market,18246,2024-04-07 14:31:57.317492,S000419,Growth,1722.13,Annual,2024-04-07 14:31:57.317492,2025-04-07 14:31:57.317492,Active,,0.00095147215,Low,0.0019566119,Pitch: additional seats,Healthy — no action needed
A000420,O001687,Turner Group,Mid-Market,20232,2024-10-30 15:13:55.659760,S000420,Growth,1840.32,Monthly,2024-10-30 15:13:55.659760,,Active,,0.00074038847,Low,0.9987035,Pitch: additional seats,Route to expansion play
A000421,O001688,"Carroll, Moore and Brown",SMB,2928,2026-09-03 17:15:41.293039,S000421,Starter,241.41,Annual,2026-09-03 17:15:41.293039,2027-09-03 17:15:41.293039,Active,,0.0048242062,Low,0.0076449225,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000422,O001689,Martinez Ltd,SMB,4467,2023-12-21 15:25:47.125286,S000422,Starter,330.66,Annual,2023-12-21 15:25:47.125286,2024-12-20 15:25:47.125286,Active,,0.0024294818,Low,0.0017999619,Pitch: additional seats,Healthy — no action needed
A000423,O001690,Thompson-Rodriguez,SMB,3037,2025-08-19 11:07:16.620298,S000423,Starter,220.14,Annual,2025-08-19 11:07:16.620298,2026-08-19 11:07:16.620298,Active,,0.0013615082,Low,0.9965318,Pitch: upgrade tier / deeper feature access,Route to expansion play
A000424,O001694,Brown Ltd,Mid-Market,15849,2023-06-29 04:17:47.737255,S000424,Growth,1251.59,Monthly,2023-06-29 04:17:47.737255,,Churned,2023-12-26 04:17:47.737255,,,,,Already churned
A000425,O001695,Johnson-Jimenez,Mid-Market,24980,2026-05-17 15:43:07.022200,S000425,Growth,1933.12,Annual,2026-05-17 15:43:07.022200,2027-05-17 15:43:07.022200,Active,,0.0016142497,Low,0.014394292,Pitch: additional seats,Healthy — no action needed
A000426,O001698,"Nelson, Wiggins and Young",SMB,2511,2024-07-17 13:23:10.401553,S000426,Starter,236.08,Monthly,2024-07-17 13:23:10.401553,,Active,,0.0026814446,Low,0.0017999619,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000427,O001702,"King, Taylor and Middleton",Mid-Market,28472,2026-01-14 07:40:13.539851,S000427,Growth,2491.18,Annual,2026-01-14 07:40:13.539851,2027-01-14 07:40:13.539851,Churned,2026-07-13 07:40:13.539851,,,,,Already churned
A000428,O001720,"Gould, Wilson and Martin",Mid-Market,20528,2026-04-30 16:02:51.435050,S000428,Growth,1530.17,Annual,2026-04-30 16:02:51.435050,2027-04-30 16:02:51.435050,Active,,0.012639026,Low,0.005293937,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
A000429,O001735,Holt LLC,SMB,3717,2023-04-22 01:34:14.813344,S000429,Starter,309.02,Annual,2023-04-22 01:34:14.813344,2024-04-21 01:34:14.813344,Active,,0.0034606694,Low,0.0019213832,Pitch: upgrade tier / deeper feature access,Healthy — no action needed
