account_id,initial_deal_size,mrr,n_months_active,avg_active_users,last_active_users,active_users_trend,avg_features_adopted,features_adopted_trend,avg_logins,logins_trend,n_tickets,n_high_severity,pct_unresolved,avg_resolution_days,account_tier_Mid-Market,account_tier_SMB,plan_Growth,plan_Starter,billing_frequency_Monthly
A000431,43586,3394.8,2.0,21.0,26.0,9.999999999999995,4.5,4.999999999999998,198.0,55.999999999999964,2.0,2.0,0.0,6.1,True,False,True,False,False
A000432,32419,2507.37,38.0,10.052631578947368,10.0,0.008316008316008264,2.0,2.1010877521954964e-17,141.23684210526315,-0.7389211073421615,15.0,3.0,0.1333333333333333,3.7307692307692304,True,False,True,False,True
A000433,13589,1299.48,7.0,5.142857142857143,7.0,0.5714285714285712,5.142857142857143,0.7142857142857143,64.57142857142857,4.107142857142857,2.0,1.0,0.0,5.15,False,True,False,True,True
A000434,4504,337.42,22.0,2.0,2.0,6.064101842980168e-18,3.0,-5.170951656061197e-17,29.545454545454547,0.14568040654997227,9.0,1.0,0.11111111111111116,3.175,False,True,False,True,True
A000435,26094,2319.62,25.0,8.08,8.0,0.011538461538461638,3.0,1.983778464620202e-17,109.76,-0.7476923076923097,9.0,1.0,0.0,3.711111111111111,True,False,True,False,False
A000436,4351,351.21,4.0,2.0,2.0,-1.6429779903597286e-16,2.0,-1.6429779903597286e-16,35.5,3.4000000000000044,2.0,0.0,0.0,3.55,False,True,False,True,False
A000437,16731,1442.25,13.0,5.0,5.0,-9.205903401156925e-17,2.0,5.435088053270136e-17,66.15384615384616,0.8956043956043973,8.0,0.0,0.125,2.2857142857142856,True,False,True,False,False
A000438,15927,1211.91,7.0,3.2857142857142856,2.0,-0.39285714285714274,3.142857142857143,-0.2857142857142859,51.285714285714285,-6.785714285714288,6.0,1.0,0.0,3.0833333333333335,True,False,True,False,False
A000439,32582,2713.83,29.0,10.206896551724139,9.0,-0.02068965517241414,3.0,-3.0921413744436907e-17,145.48275862068965,-1.0123152709359615,19.0,2.0,0.10526315789473684,3.676470588235294,True,False,True,False,True
A000440,21734,1550.04,4.0,5.5,3.0,-1.5999999999999996,2.5,-0.4000000000000004,54.75,-12.30000000000001,5.0,1.0,0.0,4.279999999999999,True,False,True,False,True
A000441,52922,4532.83,25.0,16.68,16.0,-0.02923076923076919,4.0,-8.351456767269853e-17,245.2,0.039230769230771026,13.0,2.0,0.23076923076923073,3.4,True,False,True,False,False
A000442,28157,2008.71,30.0,8.8,9.0,0.0164627363737484,2.0,-3.255583432569295e-17,118.56666666666666,-0.2106785317018937,17.0,0.0,0.11764705882352944,4.16,True,False,True,False,True
A000443,4476,334.1,30.0,2.0,2.0,-3.255583432569295e-17,4.0,-6.51116686513859e-17,27.733333333333334,0.05383759733036624,18.0,3.0,0.2222222222222222,3.0357142857142856,False,True,False,True,False
A000444,29778,2260.66,6.0,6.0,3.0,-1.1428571428571426,3.1666666666666665,-0.3714285714285714,83.5,-2.3714285714285706,8.0,3.0,0.375,3.46,True,False,True,False,True
A000445,97219,8500.36,29.0,31.75862068965517,31.0,0.04729064039408837,4.0,-3.680024024489793e-17,469.41379310344826,-0.7876847290640497,18.0,3.0,0.0,4.855555555555555,False,False,False,False,False
A000446,5122,420.91,5.0,1.4,1.0,-0.30000000000000016,2.4,-0.30000000000000054,20.8,-5.300000000000003,9.0,2.0,0.2222222222222222,2.814285714285714,False,True,False,True,False
A000447,84229,5988.93,12.0,37.75,44.0,1.6818181818181817,6.333333333333333,0.4685314685314685,513.1666666666666,26.538461538461526,2.0,1.0,0.0,7.85,False,False,False,False,False
A000448,65372,-50.0,12.0,21.0,19.0,-0.05594405594405591,3.0,9.429455119166883e-17,241.33333333333334,-5.643356643356638,2.0,0.0,0.5,3.8,False,False,False,False,True
A000449,8477,653.03,3.0,1.6666666666666667,1.0,-0.5000000000000003,1.6666666666666667,-0.5000000000000003,17.0,-2.5,5.0,3.0,0.19999999999999996,2.95,False,True,False,True,False
A000450,89841,7755.23,4.0,29.75,29.0,-0.9000000000000008,4.0,-3.285955980719457e-16,466.0,-20.400000000000016,2.0,0.0,0.0,0.7,False,False,False,False,False
A000451,46641,4153.61,32.0,20.6875,29.0,0.3636363636363642,5.5,0.16862170087976544,303.34375,6.011180351906159,9.0,3.0,0.0,3.0666666666666664,True,False,True,False,False
A000452,31535,2333.85,24.0,10.166666666666666,10.0,0.001739130434782233,4.0,-1.3253037582320373e-16,143.45833333333334,0.8639130434782599,10.0,0.0,0.19999999999999996,1.5374999999999999,True,False,True,False,True
A000453,18856,1486.76,9.0,8.666666666666666,11.0,0.6833333333333336,6.444444444444445,0.6,133.22222222222223,10.266666666666673,3.0,0.0,0.0,2.2666666666666666,True,False,True,False,False
A000454,27914,2128.93,12.0,6.333333333333333,3.0,-0.48951048951048926,1.5833333333333333,-0.12237762237762238,101.41666666666667,-4.6188811188811165,17.0,4.0,0.11764705882352944,4.873333333333333,True,False,True,False,False
A000455,2604,200.0,2.0,2.5,3.0,0.9999999999999994,5.5,4.999999999999999,39.5,6.999999999999993,1.0,0.0,0.0,2.5,False,True,False,True,True
A000456,19074,1641.74,8.0,6.0,6.0,0.11904761904761854,3.0,-1.9088171249852354e-16,76.25,2.3095238095238058,3.0,0.0,0.0,3.733333333333333,True,False,True,False,True
A000457,4849,359.64,10.0,1.3,1.0,-0.12727272727272726,3.2,-0.1818181818181817,16.2,-1.8303030303030285,10.0,3.0,0.6,2.55,False,True,False,True,True
A000458,18558,1435.64,37.0,8.35135135135135,12.0,0.13703176861071603,4.45945945945946,0.14129919393077292,111.89189189189189,1.2814129919393074,9.0,3.0,0.11111111111111116,4.924999999999999,True,False,True,False,False
A000459,6143,577.44,6.0,2.0,2.0,1.5902414263964848e-17,3.0,-7.1104819549512e-17,27.0,1.257142857142857,2.0,0.0,0.0,3.05,False,True,False,True,True
A000460,9295,734.34,15.0,3.0,3.0,3.9801698827525604e-17,3.0,3.9801698827525604e-17,42.13333333333333,-0.7678571428571416,10.0,1.0,0.19999999999999996,4.8500000000000005,False,True,False,True,True
A000461,2972,239.65,17.0,2.0,2.0,6.347981947352304e-17,2.0,6.347981947352304e-17,28.529411764705884,-0.9264705882352928,12.0,4.0,0.16666666666666663,4.51,False,True,False,True,False
A000462,8001,750.51,6.0,1.5,1.0,-0.2571428571428573,2.5,-0.2571428571428568,18.833333333333332,-1.6285714285714272,11.0,2.0,0.18181818181818177,4.988888888888889,False,True,False,True,True
A000463,34099,2853.18,23.0,10.956521739130435,12.0,0.001976284584980218,3.0,2.3752813476359876e-17,157.65217391304347,0.8241106719367596,8.0,3.0,0.125,5.542857142857143,True,False,True,False,False
A000464,1978,200.0,16.0,2.0,2.0,1.5529913695070524e-17,4.0,3.105982739014105e-17,26.6875,0.20147058823529432,10.0,0.0,0.09999999999999998,2.855555555555555,False,True,False,True,False
A000465,15533,1399.29,1.0,5.0,5.0,0.0,3.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True
A000466,15351,1376.35,41.0,5.0,5.0,8.068391914220483e-18,4.0,1.9791639088779583e-17,69.65853658536585,0.19024390243902484,22.0,5.0,0.045454545454545414,3.7428571428571433,True,False,True,False,True
A000467,5837,420.3,24.0,2.9166666666666665,4.0,0.07565217391304346,4.5,0.22086956521739126,43.916666666666664,1.3756521739130438,3.0,0.0,0.0,4.1000000000000005,False,True,False,True,True
A000468,1611,200.0,41.0,2.0,2.0,9.895819544389792e-18,3.0,1.6079977673893828e-17,27.121951219512194,-0.0397212543554006,25.0,2.0,0.12,4.590909090909091,False,True,False,True,False
A000469,10653,900.26,33.0,4.03030303030303,5.0,0.06116310160427809,5.454545454545454,0.15875668449197866,54.03030303030303,0.5437834224598932,14.0,0.0,0.2142857142857143,4.309090909090909,False,True,False,True,False
A000470,8143,707.56,24.0,2.0,2.0,-6.626518791160187e-17,3.0,-3.7457782053856407e-17,28.0,-0.2052173913043482,13.0,1.0,0.07692307692307687,5.175,False,True,False,True,True
A000471,28358,2470.47,34.0,12.205882352941176,18.0,0.21741787624140568,4.5,0.15416348357524828,163.44117647058823,3.472421695951108,10.0,1.0,0.0,2.46,True,False,True,False,False
A000472,7120,576.37,26.0,2.0,2.0,7.21925230105826e-18,3.0,6.297099360568438e-19,26.653846153846153,0.03863247863247873,13.0,2.0,0.07692307692307687,3.6750000000000003,False,True,False,True,True
